skolverket_skolnamn,school_unit,skolverket_kommunnamn,skolverket_kommun,huvudman,skolverket_huvudman_namn,skolverket_huvudman_kod,skolverket_sv_antal_m_betyg_tcv1,skolverket_sv_andel_sankt_tcv1,skolverket_sv_andel_lika_tcv1,skolverket_sv_andel_hojt_tcv1,skolverket_ma_antal_m_betyg_tcv1,skolverket_ma_andel_sankt_tcv1,skolverket_ma_andel_lika_tcv1,skolverket_ma_andel_hojt_tcv1,skolverket_en_antal_m_betyg_tcv1,skolverket_en_andel_sankt_tcv1,skolverket_en_andel_lika_tcv1,skolverket_en_andel_hojt_tcv1,skolverket_sva_antal_m_betyg_tcv1,skolverket_sva_andel_sankt_tcv1,skolverket_sva_andel_lika_tcv1,skolverket_sva_andel_hojt_tcv1,year
Futuraskolan International Hertig Karl,40467992,Sollentuna,0163,Enskild,Futuraskolan AB,5566095047,24,"16,7","62,5","20,8",.,.,.,.,26,"7,7","80,8","11,5",.,.,.,.,2018
Futuraskolan International Rådan,47986219,Sollentuna,0163,Enskild,Futuraskolan AB,5566095047,15,"6,7","80,0","13,3",.,.,.,.,16,"12,5","81,3","6,3",.,.,.,.,2018
Helenelundsskolan,62862066,Sollentuna,0163,Kommunal,Sollentuna,2120000134,.,.,.,.,.,.,.,.,115,"4,3","93,9","1,7",.,.,.,.,2018
Norrvikens skola,47462120,Sollentuna,0163,Enskild,Norrviken Utbildning AB,5567289391,52,"17,3","46,2","36,5",.,.,.,.,53,"11,3","83,0","5,7",.,.,.,.,2018
Runbacka skolor,15339442,Sollentuna,0163,Kommunal,Sollentuna,2120000134,51,"19,6","64,7","15,7",.,.,.,.,15,"20,0","60,0","20,0",.,.,.,.,2018
Rälsen AB åk 4-9,43375546,Sollentuna,0163,Enskild,Rälsen Aktiebolag,5564524220,25,.,"88,0","12,0",.,.,.,.,28,"17,9","75,0","7,1",.,.,.,.,2018
Sofielundsskolan,39907811,Sollentuna,0163,Kommunal,Sollentuna,2120000134,33,"9,1","60,6","30,3",.,.,.,.,55,"7,3","78,2","14,5",23,.,"52,2","47,8",2018
Sollentuna International School,52404061,Sollentuna,0163,Kommunal,Sollentuna,2120000134,15,.,"60,0","40,0",.,.,.,.,18,.,"94,4","5,6",.,.,.,.,2018
Sollentuna musikklasser,21871265,Sollentuna,0163,Kommunal,Sollentuna,2120000134,.,.,.,.,.,.,.,.,56,.,"82,1","17,9",.,.,.,.,2018
Utbildning Rotebro/Gillboskola,51927021,Sollentuna,0163,Kommunal,Sollentuna,2120000134,60,"5,0","60,0","35,0",.,.,.,.,63,"9,5","85,7","4,8",.,.,.,.,2018
Utbildning Silverdal,69195602,Sollentuna,0163,Kommunal,Sollentuna,2120000134,.,.,.,.,.,.,.,.,58,"25,9","62,1","12,1",.,.,.,.,2018
Vibyskolan,15547680,Sollentuna,0163,Enskild,Vibyskolan Ekonomisk Förening,7696034201,26,"11,5","76,9","11,5",.,.,.,.,26,"7,7","88,5","3,8",.,.,.,.,2018
Vittra Sollentuna,58102266,Sollentuna,0163,Enskild,Vittraskolorna AB,5564586716,17,.,"64,7","35,3",.,.,.,.,42,"4,8","90,5","4,8",19,.,"52,6","47,4",2018
Bergshamraskolan,43133926,Solna,0184,Kommunal,Solna,2120000183,26,.,"65,4","34,6",.,.,.,.,27,.,"92,6","7,4",.,.,.,.,2018
"Ingridskolan, grundskola",53259263,Solna,0184,Enskild,Ingridskolan AB,5566222013,16,.,"87,5","12,5",.,.,.,.,15,"6,7","86,7","6,7",.,.,.,.,2018
Råsundaskolan,12768012,Solna,0184,Kommunal,Solna,2120000183,99,"9,1","41,4","49,5",.,.,.,.,96,"4,2","88,5","7,3",.,.,.,.,2018
Skytteholmsskolan,75017455,Solna,0184,Kommunal,Solna,2120000183,42,"33,3","26,2","40,5",.,.,.,.,42,"38,1","47,6","14,3",.,.,.,.,2018
Tallbackaskolan,73581523,Solna,0184,Kommunal,Solna,2120000183,39,"7,7","79,5","12,8",.,.,.,.,40,"27,5","60,0","12,5",.,.,.,.,2018
Ulriksdalsskolan,46706680,Solna,0184,Kommunal,Solna,2120000183,37,"2,7","48,6","48,6",.,.,.,.,47,.,"83,0","17,0",.,.,.,.,2018
Vittra Frösunda,48760074,Solna,0184,Enskild,Vittraskolorna AB,5564586716,30,"16,7","60,0","23,3",.,.,.,.,32,"15,6","59,4","25,0",.,.,.,.,2018
Ängkärrskolan i Solna,98515782,Solna,0184,Enskild,Stiftelsen Nya Ängkärrsskolan,8020174069,27,"22,2","63,0","14,8",.,.,.,.,27,"18,5","51,9","29,6",.,.,.,.,2018
Sotenässkolan,78294346,Sotenäs,1427,Kommunal,Sotenäs,2120001322,64,"29,7","62,5","7,8",.,.,.,.,67,"4,5","89,6","6,0",.,.,.,.,2018
Baldersskolan,86546038,Staffanstorp,1230,Kommunal,Staffanstorp,2120001017,58,"24,1","56,9","19,0",.,.,.,.,61,"23,0","60,7","16,4",.,.,.,.,2018
Hagalidskolan,28784410,Staffanstorp,1230,Kommunal,Staffanstorp,2120001017,130,"7,7","68,5","23,8",.,.,.,.,131,"29,8","64,9","5,3",.,.,.,.,2018
Hjärupslundsskolan,46191968,Staffanstorp,1230,Kommunal,Staffanstorp,2120001017,92,"6,5","60,9","32,6",.,.,.,.,.,.,.,.,.,.,.,.,2018
Kristinedalskolan 7-9,18275028,Stenungsund,1415,Kommunal,Stenungsund,2120001298,58,"25,9","56,9","17,2",.,.,.,.,61,"19,7","75,4","4,9",.,.,.,.,2018
Stenungskolan,30707344,Stenungsund,1415,Kommunal,Stenungsund,2120001298,83,"16,9","53,0","30,1",.,.,.,.,82,"35,4","51,2","13,4",.,.,.,.,2018
Stenungsunds Montessoriskola,38786895,Stenungsund,1415,Enskild,Stenungsunds Montessori Ekonomiska Förening,7696038103,.,.,.,.,.,.,.,.,18,"5,6","88,9","5,6",.,.,.,.,2018
Stora Högaskolan 7-9,21617136,Stenungsund,1415,Kommunal,Stenungsund,2120001298,118,"6,8","61,9","31,4",.,.,.,.,115,"13,0","72,2","14,8",.,.,.,.,2018
Adolf Fredriks musikklasser,99648792,Stockholm,0180,Kommunal,Stockholm,2120000142,160,"5,0","65,0","30,0",.,.,.,.,.,.,.,.,.,.,.,.,2018
Akalla grundskola F-9,37796564,Stockholm,0180,Kommunal,Stockholm,2120000142,19,"10,5","78,9","10,5",.,.,.,.,36,"27,8","63,9","8,3",.,.,.,.,2018
Al-Azharskolan,90711097,Stockholm,0180,Enskild,Al-Azhar Stiftelsen,8024044888,.,.,.,.,.,.,.,.,66,"7,6","83,3","9,1",53,"18,9","71,7","9,4",2018
Almaskolan,14945659,Stockholm,0180,Enskild,Almaskolan AB,5569224610,46,"28,3","54,3","17,4",.,.,.,.,47,"25,5","70,2","4,3",.,.,.,.,2018
Alviksskolan,72627865,Stockholm,0180,Kommunal,Stockholm,2120000142,77,"22,1","59,7","18,2",.,.,.,.,.,.,.,.,.,.,.,.,2018
Alzahraa Akademi,77656740,Stockholm,0180,Enskild,Al-Zahraa Akademi AB,5565536678,.,.,.,.,.,.,.,.,17,"23,5","64,7","11,8",.,.,.,.,2018
Aspuddens skola,72672270,Stockholm,0180,Kommunal,Stockholm,2120000142,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2018
Bagarmossens skola,13679897,Stockholm,0180,Kommunal,Stockholm,2120000142,43,"9,3","83,7","7,0",.,.,.,.,67,"13,4","86,6",.,24,.,"75,0","25,0",2018
Björkhagens skola,43088454,Stockholm,0180,Kommunal,Stockholm,2120000142,64,"12,5","54,7","32,8",.,.,.,.,71,"21,1","62,0","16,9",.,.,.,.,2018
Blommensbergsskolan,82140090,Stockholm,0180,Kommunal,Stockholm,2120000142,102,"2,9","47,1","50,0",.,.,.,.,56,"8,9","87,5","3,6",.,.,.,.,2018
Bredängsskolan,14121892,Stockholm,0180,Kommunal,Stockholm,2120000142,.,.,.,.,.,.,.,.,42,"2,4","78,6","19,0",30,"6,7","46,7","46,7",2018
Bäckahagens skola,20683111,Stockholm,0180,Kommunal,Stockholm,2120000142,43,"2,3","76,7","20,9",.,.,.,.,71,"5,6","74,6","19,7",28,"7,1","85,7","7,1",2018
Cordoba International School,43134105,Stockholm,0180,Enskild,ALM Education AB,5566344270,.,.,.,.,.,.,.,.,16,"6,3","25,0","68,8",.,.,.,.,2018
Djurgårdens Waldorfskola,84585645,Stockholm,0180,Enskild,Djurgårdens Waldorfskoleförening,8024222641,24,"8,3","70,8","20,8",.,.,.,.,24,.,"87,5","12,5",.,.,.,.,2018
Ellen Key skolan,16394249,Stockholm,0180,Enskild,Stiftelsen Ellen Key Skolan,8152007970,22,.,"100,0",.,.,.,.,.,24,.,"100,0",.,.,.,.,.,2018
Enbacksskolan,43632318,Stockholm,0180,Kommunal,Stockholm,2120000142,.,.,.,.,.,.,.,.,35,"5,7","71,4","22,9",21,"19,0","66,7","14,3",2018
Engelbrektsskolan,87521048,Stockholm,0180,Kommunal,Stockholm,2120000142,133,"9,8","63,2","27,1",.,.,.,.,131,"13,7","77,1","9,2",.,.,.,.,2018
Engelska Skolan Norr,29725531,Stockholm,0180,Enskild,Engelska Skolan Norr AB,5565699302,39,"5,1","64,1","30,8",.,.,.,.,48,"2,1","89,6","8,3",.,.,.,.,2018
Enskede skola,72248694,Stockholm,0180,Kommunal,Stockholm,2120000142,105,"16,2","61,9","21,9",.,.,.,.,103,"25,2","62,1","12,6",.,.,.,.,2018
"Enskilda gymnasiet, gr",92750123,Stockholm,0180,Enskild,Enskilda Gymnasiet,8020126531,87,"3,4","59,8","36,8",.,.,.,.,.,.,.,.,.,.,.,.,2018
Eriksdalsskolan,59249600,Stockholm,0180,Kommunal,Stockholm,2120000142,.,.,.,.,.,.,.,.,146,"24,7","67,8","7,5",.,.,.,.,2018
Estniska Skolan i Stockholm,34540901,Stockholm,0180,Enskild,Estniska Skolan i Stockholm,8020058908,.,.,.,.,.,.,.,.,20,"25,0","65,0","10,0",.,.,.,.,2018
Europaskolan Södermalm,79969356,Stockholm,0180,Enskild,AB Parts & Paomees,5567025696,44,"11,4","52,3","36,4",.,.,.,.,43,"7,0","88,4","4,7",.,.,.,.,2018
Farsta grundskola,38758770,Stockholm,0180,Kommunal,Stockholm,2120000142,23,"21,7","43,5","34,8",.,.,.,.,47,"10,6","78,7","10,6",29,.,"75,9","24,1",2018
Framstegsskolan i Stockholm,72684556,Stockholm,0180,Enskild,Stiftelsen Islamiska Skolan,8020161926,.,.,.,.,.,.,.,.,15,.,"100,0",.,15,"6,7","86,7","6,7",2018
Franska Skolan/Ecole francaise,42328518,Stockholm,0180,Enskild,Stiftelsen Franska Skolan,8020061530,.,.,.,.,.,.,.,.,86,"14,0","77,9","8,1",.,.,.,.,2018
Fredrikshovs slotts skola,64065082,Stockholm,0180,Enskild,Stiftelsen Carpe Diem,8020178060,30,"13,3","60,0","26,7",.,.,.,.,.,.,.,.,.,.,.,.,2018
Fruängens skola,19353396,Stockholm,0180,Kommunal,Stockholm,2120000142,.,.,.,.,.,.,.,.,27,"14,8","85,2",.,.,.,.,.,2018
Fryshuset Grundskola Västra,69004747,Stockholm,0180,Enskild,Stiftelsen Fryshuset,8020111582,.,.,.,.,.,.,.,.,17,"41,2","58,8",.,.,.,.,.,2018
"Fryshusets grundskola, Sthlm",19657993,Stockholm,0180,Enskild,Stiftelsen Fryshuset,8020111582,71,"12,7","56,3","31,0",.,.,.,.,67,"11,9","74,6","13,4",.,.,.,.,2018
Futuraskolan International Stockholm,65487837,Stockholm,0180,Enskild,Futuraskolan AB,5566095047,.,.,.,.,.,.,.,.,19,"31,6","68,4",.,.,.,.,.,2018
Grimstaskolan,51341279,Stockholm,0180,Kommunal,Stockholm,2120000142,25,.,"64,0","36,0",.,.,.,.,.,.,.,.,17,"23,5","64,7","11,8",2018
Grundskolan Metapontum,90850620,Stockholm,0180,Enskild,Metapontum AB,5566641691,27,.,"63,0","37,0",.,.,.,.,34,"35,3","61,8","2,9",.,.,.,.,2018
Gubbängsskolan,93412255,Stockholm,0180,Kommunal,Stockholm,2120000142,.,.,.,.,.,.,.,.,40,"22,5","62,5","15,0",.,.,.,.,2018
Gärdesskolan,41176931,Stockholm,0180,Kommunal,Stockholm,2120000142,89,"9,0","73,0","18,0",.,.,.,.,97,"4,1","90,7","5,2",.,.,.,.,2018
Hagsätraskolan,82110758,Stockholm,0180,Kommunal,Stockholm,2120000142,34,"11,8","41,2","47,1",.,.,.,.,46,"19,6","69,6","10,9",16,"6,3","68,8","25,0",2018
Hammarbyskolan,64167206,Stockholm,0180,Kommunal,Stockholm,2120000142,37,.,"45,9","54,1",.,.,.,.,40,.,"82,5","17,5",.,.,.,.,2018
Hjulsta grundskola F-9,69266159,Stockholm,0180,Kommunal,Stockholm,2120000142,.,.,.,.,.,.,.,.,38,"10,5","71,1","18,4",36,"2,8","69,4","27,8",2018
Husbygårdsskolan F-9,42149666,Stockholm,0180,Kommunal,Stockholm,2120000142,25,"16,0","76,0","8,0",.,.,.,.,35,"14,3","80,0","5,7",15,"13,3","73,3","13,3",2018
Hässelby Villastads skola,86597125,Stockholm,0180,Kommunal,Stockholm,2120000142,103,"6,8","56,3","36,9",.,.,.,.,104,"1,9","62,5","35,6",.,.,.,.,2018
Hässelbygårdsskolan,87838841,Stockholm,0180,Kommunal,Stockholm,2120000142,.,.,.,.,.,.,.,.,82,"6,1","81,7","12,2",.,.,.,.,2018
Högalidsskolan,24716970,Stockholm,0180,Kommunal,Stockholm,2120000142,97,"4,1","46,4","49,5",.,.,.,.,107,"5,6","84,1","10,3",.,.,.,.,2018
Hökarängsskolan,57184925,Stockholm,0180,Kommunal,Stockholm,2120000142,52,"5,8","63,5","30,8",.,.,.,.,60,"8,3","80,0","11,7",.,.,.,.,2018
Internationella Engelska Skolan Bromma,90732940,Stockholm,0180,Enskild,Internationella Engelska Skolan i Sverige AB,5564624368,.,.,.,.,.,.,.,.,148,"18,2","79,1","2,7",.,.,.,.,2018
Internationella Engelska Skolan Enskede,38935587,Stockholm,0180,Enskild,Internationella Engelska Skolan i Sverige AB,5564624368,134,"27,6","43,3","29,1",.,.,.,.,151,"15,9","76,2","7,9",.,.,.,.,2018
Internationella Engelska Skolan Kista,82982309,Stockholm,0180,Enskild,Internationella Engelska Skolan i Sverige AB,5564624368,29,"17,2","37,9","44,8",.,.,.,.,93,"7,5","64,5","28,0",69,"7,2","27,5","65,2",2018
Internationella Engelska Skolan Liljeholmen,72624886,Stockholm,0180,Enskild,Internationella Engelska Skolan i Sverige AB,5564624368,.,.,.,.,.,.,.,.,143,"8,4","82,5","9,1",.,.,.,.,2018
Internationella Engelska Skolan Skärholmen,72066571,Stockholm,0180,Enskild,Internationella Engelska Skolan i Sverige AB,5564624368,46,"21,7","47,8","30,4",.,.,.,.,98,"5,1","91,8","3,1",23,"8,7","52,2","39,1",2018
JENSEN grundskola Långholmen,57317316,Stockholm,0180,Enskild,Jensen Education College AB,5566358759,58,"17,2","63,8","19,0",.,.,.,.,59,"23,7","71,2","5,1",.,.,.,.,2018
Järvaskolan,13582062,Stockholm,0180,Enskild,Järvaskolan AB,5569572315,44,"15,9","56,8","27,3",.,.,.,.,44,"15,9","72,7","11,4",.,.,.,.,2018
Katarina Norra skola,23617768,Stockholm,0180,Kommunal,Stockholm,2120000142,69,"17,4","66,7","15,9",.,.,.,.,70,"27,1","68,6","4,3",.,.,.,.,2018
Kista grundskola,22513261,Stockholm,0180,Kommunal,Stockholm,2120000142,22,"13,6","45,5","40,9",.,.,.,.,80,"11,3","66,3","22,5",55,"9,1","56,4","34,5",2018
Kista International School,37556682,Stockholm,0180,Enskild,Al-Kowneyn Utbildning Centrum,8024097555,.,.,.,.,.,.,.,.,29,"58,6","41,4",.,26,.,"69,2","30,8",2018
"Kristofferskolan, gr",98760751,Stockholm,0180,Enskild,Stiftelsen Kristofferskolan,8020018720,52,"11,5","65,4","23,1",.,.,.,.,55,"9,1","87,3","3,6",.,.,.,.,2018
Kulturama gr. Hammarby Sjöstad,23066257,Stockholm,0180,Enskild,Medborgarskolan Stockholmsregionen,8020060524,85,"5,9","74,1","20,0",.,.,.,.,112,"4,5","75,0","20,5",.,.,.,.,2018
Kulturskolan Raketen,24172067,Stockholm,0180,Enskild,Kulturskolan Raketen AB,5565484796,24,"4,2","87,5","8,3",.,.,.,.,24,"4,2","91,7","4,2",.,.,.,.,2018
Kungsholmens grundskola,29410344,Stockholm,0180,Kommunal,Stockholm,2120000142,94,"9,6","63,8","26,6",.,.,.,.,.,.,.,.,.,.,.,.,2018
Kunskapsskolan Enskede,16426165,Stockholm,0180,Enskild,Kunskapsskolan i Sverige Aktiebolag,5565661815,114,"17,5","50,9","31,6",.,.,.,.,.,.,.,.,.,.,.,.,2018
Kunskapsskolan Fruängen,63954028,Stockholm,0180,Enskild,Kunskapsskolan i Sverige Aktiebolag,5565661815,86,"4,7","81,4","14,0",.,.,.,.,96,"6,3","89,6","4,2",.,.,.,.,2018
Kunskapsskolan Spånga,46796995,Stockholm,0180,Enskild,Kunskapsskolan i Sverige Aktiebolag,5565661815,95,"14,7","58,9","26,3",.,.,.,.,92,"18,5","73,9","7,6",.,.,.,.,2018
Kunskapsskolan Tyresö,81266343,Stockholm,0180,Enskild,Kunskapsskolan i Sverige Aktiebolag,5565661815,115,.,"75,7","24,3",.,.,.,.,109,"6,4","78,9","14,7",.,.,.,.,2018
Lillholmsskolan,46581319,Stockholm,0180,Kommunal,Stockholm,2120000142,.,.,.,.,.,.,.,.,60,"21,7","70,0","8,3",51,"5,9","62,7","31,4",2018
Lunaskolan Bromma,72509254,Stockholm,0180,Enskild,Utvecklingspedagogik Sverige Aktiebolag,5564715729,15,"13,3","60,0","26,7",.,.,.,.,16,"6,3","75,0","18,8",.,.,.,.,2018
Lunaskolan Södra,67731691,Stockholm,0180,Enskild,Utvecklingspedagogik Sverige Aktiebolag,5564715729,16,.,"68,8","31,3",.,.,.,.,.,.,.,.,.,.,.,.,2018
Maria Elementarskola,73893187,Stockholm,0180,Enskild,Stiftelsen Maria Elementarskola,8020060458,28,"3,6","96,4",.,.,.,.,.,29,"27,6","62,1","10,3",.,.,.,.,2018
Mariaskolan,69895255,Stockholm,0180,Kommunal,Stockholm,2120000142,85,"14,1","67,1","18,8",.,.,.,.,88,"37,5","59,1","3,4",.,.,.,.,2018
Martinskolan Söders waldorfsk,82854505,Stockholm,0180,Enskild,Stiftelsen Martinskolan Söders Waldorfskola,8020072644,25,"36,0","56,0","8,0",.,.,.,.,25,.,"92,0","8,0",.,.,.,.,2018
Matteusskolan,16348406,Stockholm,0180,Kommunal,Stockholm,2120000142,45,"4,4","66,7","28,9",.,.,.,.,38,.,"86,8","13,2",.,.,.,.,2018
Musikskolan Lilla Akademien,36066067,Stockholm,0180,Enskild,Musikskolan Lilla Akademien AB,5565510756,28,"3,6","89,3","7,1",.,.,.,.,26,"7,7","84,6","7,7",.,.,.,.,2018
Mälarhöjdens skola,46165232,Stockholm,0180,Kommunal,Stockholm,2120000142,112,"3,6","69,6","26,8",.,.,.,.,120,"2,5","76,7","20,8",.,.,.,.,2018
Pops Academy,11018018,Stockholm,0180,Enskild,Johan Sjölin Education AB,5569583197,22,"4,5","72,7","22,7",.,.,.,.,25,.,"92,0","8,0",.,.,.,.,2018
Primaskolan Farsta,26568390,Stockholm,0180,Enskild,Primaskolan i Sverige AB,5565570958,21,"9,5","85,7","4,8",.,.,.,.,25,"8,0","84,0","8,0",.,.,.,.,2018
Profilskolan,10360193,Stockholm,0180,Enskild,Profilskolan AB,5569247264,16,"12,5","68,8","18,8",.,.,.,.,17,"5,9","94,1",.,.,.,.,.,2018
Rinkebyskolan,37416253,Stockholm,0180,Kommunal,Stockholm,2120000142,.,.,.,.,.,.,.,.,57,"12,3","42,1","45,6",56,"5,4","28,6","66,1",2018
Rålambshovsskolan,61686233,Stockholm,0180,Kommunal,Stockholm,2120000142,133,"9,0","64,7","26,3",.,.,.,.,136,"25,0","71,3","3,7",.,.,.,.,2018
Rödabergsskolan,97686250,Stockholm,0180,Kommunal,Stockholm,2120000142,47,"4,3","72,3","23,4",.,.,.,.,65,"15,4","83,1","1,5",.,.,.,.,2018
Sjöstadsskolan,15331669,Stockholm,0180,Kommunal,Stockholm,2120000142,96,"6,3","80,2","13,5",.,.,.,.,.,.,.,.,.,.,.,.,2018
Sjöängsskolan,13124830,Stockholm,0180,Kommunal,Stockholm,2120000142,56,"1,8","67,9","30,4",.,.,.,.,73,"31,5","57,5","11,0",.,.,.,.,2018
Skarpatorpsskolan,82075850,Stockholm,0180,Kommunal,Stockholm,2120000142,23,"8,7","43,5","47,8",.,.,.,.,27,.,"81,5","18,5",.,.,.,.,2018
Skarpnäcks skola,53075005,Stockholm,0180,Kommunal,Stockholm,2120000142,59,"11,9","62,7","25,4",.,.,.,.,64,"26,6","67,2","6,3",.,.,.,.,2018
Skolgrunden,23414344,Stockholm,0180,Enskild,Skolgrunden Aktiebolag,5565588166,15,"20,0","53,3","26,7",.,.,.,.,18,"16,7","83,3",.,.,.,.,.,2018
Slättgårdsskolan,59468219,Stockholm,0180,Kommunal,Stockholm,2120000142,34,"14,7","50,0","35,3",.,.,.,.,35,"5,7","85,7","8,6",.,.,.,.,2018
Smedshagsskolan,50060022,Stockholm,0180,Kommunal,Stockholm,2120000142,17,"5,9","52,9","41,2",.,.,.,.,29,"17,2","82,8",.,15,"6,7","86,7","6,7",2018
Snitz Grundskola Odenplan,57510246,Stockholm,0180,Enskild,PPS Power Planning System Aktiebolag,5565042255,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2018
Sofia skola,45436515,Stockholm,0180,Kommunal,Stockholm,2120000142,71,"4,2","42,3","53,5",.,.,.,.,82,"1,2","79,3","19,5",.,.,.,.,2018
Spånga grundskola,17640364,Stockholm,0180,Kommunal,Stockholm,2120000142,137,"10,2","48,9","40,9",.,.,.,.,150,"18,0","68,7","13,3",.,.,.,.,2018
S:t Eriks Katolska Skola,94943347,Stockholm,0180,Enskild,Stiftelsen s:t Eriks Katolska Skola,8572015595,.,.,.,.,.,.,.,.,22,"18,2","68,2","13,6",.,.,.,.,2018
Sthlms Int. Montessoriskola,45553352,Stockholm,0180,Enskild,International Montessori School Sweden AB,5567640205,53,"15,1","56,6","28,3",.,.,.,.,53,"13,2","84,9","1,9",.,.,.,.,2018
Stockholm International Academy Hägersten,11442396,Stockholm,0180,Enskild,Mubarak Utbildning AB,5568571748,.,.,.,.,.,.,.,.,20,.,"65,0","35,0",.,.,.,.,2018
Sturebyskolan,91816093,Stockholm,0180,Kommunal,Stockholm,2120000142,100,.,"68,0","32,0",.,.,.,.,112,"2,7","88,4","8,9",.,.,.,.,2018
Sundbyskolan,44046131,Stockholm,0180,Kommunal,Stockholm,2120000142,71,"5,6","70,4","23,9",.,.,.,.,.,.,.,.,.,.,.,.,2018
Sverigefinska skolan Sthlm,78508835,Stockholm,0180,Enskild,Sverigefinska skolan i Stockholm AB,5564823937,18,"5,6","50,0","44,4",.,.,.,.,27,"11,1","74,1","14,8",.,.,.,.,2018
Sätraskolan,21724208,Stockholm,0180,Kommunal,Stockholm,2120000142,.,.,.,.,.,.,.,.,47,"4,3","74,5","21,3",36,"8,3","75,0","16,7",2018
Södermalmskyrkans Kristna sk.,14472068,Stockholm,0180,Enskild,Södermalmskyrkan,8020033687,27,"7,4","88,9","3,7",.,.,.,.,29,.,"93,1","6,9",.,.,.,.,2018
Södermalmsskolan,75614609,Stockholm,0180,Kommunal,Stockholm,2120000142,73,"16,4","65,8","17,8",.,.,.,.,74,"25,7","70,3","4,1",.,.,.,.,2018
Södra Ängby skola,88795871,Stockholm,0180,Kommunal,Stockholm,2120000142,112,"10,7","77,7","11,6",.,.,.,.,.,.,.,.,.,.,.,.,2018
Thea Privata Grundskola Bromma,87999453,Stockholm,0180,Enskild,Theducation AB,5565697082,20,"5,0","75,0","20,0",.,.,.,.,20,"10,0","70,0","20,0",.,.,.,.,2018
Thea Privata Grundskola Södermalm,53398338,Stockholm,0180,Enskild,Theducation AB,5565697082,.,.,.,.,.,.,.,.,21,"19,0","81,0",.,.,.,.,.,2018
Trollbodaskolan,89605548,Stockholm,0180,Kommunal,Stockholm,2120000142,83,"18,1","51,8","30,1",.,.,.,.,63,"19,0","65,1","15,9",.,.,.,.,2018
Vasa International School of Stockholm,52965560,Stockholm,0180,Enskild,AB Parts & Paomees,5567025696,19,.,"100,0",.,.,.,.,.,19,.,"89,5","10,5",.,.,.,.,2018
Vasa Real,52863414,Stockholm,0180,Kommunal,Stockholm,2120000142,151,"2,0","55,0","43,0",.,.,.,.,159,"6,9","78,6","14,5",.,.,.,.,2018
Viktor Rydbergs skola Vasastan,86758230,Stockholm,0180,Enskild,Stiftelsen Viktor Rydbergs Skola,8120005650,.,.,.,.,.,.,.,.,131,"9,2","70,2","20,6",.,.,.,.,2018
Vinsta grundskola västra,97400863,Stockholm,0180,Kommunal,Stockholm,2120000142,66,"12,1","65,2","22,7",.,.,.,.,82,.,"82,9","17,1",.,.,.,.,2018
Vittra Sjöstaden,28778917,Stockholm,0180,Enskild,Vittraskolorna AB,5564586716,.,.,.,.,.,.,.,.,20,.,"85,0","15,0",.,.,.,.,2018
Vittra Södermalm,59900714,Stockholm,0180,Enskild,Vittraskolorna AB,5564586716,24,"12,5","45,8","41,7",.,.,.,.,27,"11,1","55,6","33,3",.,.,.,.,2018
Vittra Telefonplan,67662754,Stockholm,0180,Enskild,Vittraskolorna AB,5564586716,19,"10,5","63,2","26,3",.,.,.,.,24,.,"79,2","20,8",.,.,.,.,2018
Vällingbyskolan,36031993,Stockholm,0180,Kommunal,Stockholm,2120000142,54,"1,9","72,2","25,9",.,.,.,.,65,"10,8","83,1","6,2",.,.,.,.,2018
Västbergaskolan,64736967,Stockholm,0180,Enskild,Västbergaskolan AB,5565977609,64,"14,1","62,5","23,4",.,.,.,.,.,.,.,.,.,.,.,.,2018
Årstaskolan,48328583,Stockholm,0180,Kommunal,Stockholm,2120000142,58,"6,9","50,0","43,1",.,.,.,.,70,"2,9","71,4","25,7",.,.,.,.,2018
Åsö grundskola,94864296,Stockholm,0180,Kommunal,Stockholm,2120000142,159,"15,1","59,7","25,2",.,.,.,.,162,"16,0","76,5","7,4",.,.,.,.,2018
Äppelviksskolan,15594566,Stockholm,0180,Kommunal,Stockholm,2120000142,.,.,.,.,.,.,.,.,49,"6,1","85,7","8,2",.,.,.,.,2018
Örbyskolan,39171821,Stockholm,0180,Kommunal,Stockholm,2120000142,39,"12,8","48,7","38,5",.,.,.,.,41,"12,2","78,0","9,8",.,.,.,.,2018
Lundsbergs grundskola,26377128,Storfors,1760,Enskild,Stiftelsen Lundsbergs Skola,8740019362,18,"5,6","61,1","33,3",.,.,.,.,19,"15,8","84,2",.,.,.,.,.,2018
Vargbroskolan,24306424,Storfors,1760,Kommunal,Storfors,2120001785,41,.,"39,0","61,0",.,.,.,.,48,.,"70,8","29,2",.,.,.,.,2018
Röbroskolan,87510386,Storuman,2421,Kommunal,Storuman,2120002577,32,"3,1","59,4","37,5",.,.,.,.,36,.,"80,6","19,4",.,.,.,.,2018
Europaskolan Rogge,31980822,Strängnäs,0486,Enskild,Europaskolan Grundskola AB,5567480511,63,"30,2","44,4","25,4",.,.,.,.,60,"35,0","63,3","1,7",.,.,.,.,2018
Friskolan Asken,63423770,Strängnäs,0486,Enskild,Friskolan Asken Aktiebolag,5567481071,46,"6,5","60,9","32,6",.,.,.,.,46,"15,2","54,3","30,4",.,.,.,.,2018
Gripsholmsskolan,65507647,Strängnäs,0486,Enskild,Gripsholmsskolan AB,5567335616,22,"9,1","45,5","45,5",.,.,.,.,22,"13,6","77,3","9,1",.,.,.,.,2018
