skolverket_kommunnamn,skolverket_skolnamn,huvudman,skolverket_huvudman_namn,school_unit,skolverket_antal_sv_tcv25,skolverket_andel_sv_tcv25,skolverket_and_uppn_alla_amnen_sv_tcv25,skolverket_and_behorig_sv_tcv25,skolverket_gmv_sv_tcv25,skolverket_antal_f_sv_tcv25,skolverket_andel_f_sv_tcv25,skolverket_and_uppn_alla_amnen_f_sv_tcv25,skolverket_and_behorig_f_sv_tcv25,skolverket_gmv_f_sv_tcv25,skolverket_antal_f_utl_tcv25,skolverket_andel_f_utl_tcv25,skolverket_and_uppn_alla_amnen_f_utl_tcv25,skolverket_and_behorig_f_utl_tcv25,skolverket_gmv_f_utl_tcv25,year
Mörbylånga,Ölands Friskola,Enskild,,28562125,43,"93,5","81,4",~100,"233,9",..,..,..,..,..,..,..,..,..,..,2013
Nacka,Engelska Skolan i Nacka,Enskild,,74358019,73,"60,8","91,8","100,0","276,1",24,"20,0","87,5",~100,"260,5",23,"19,2","69,6",~100,"233,8",2013
Nacka,Johannes Petri skola,Enskild,,32965692,68,"94,4","83,8",~100,"245,8",..,..,..,..,..,..,..,..,..,..,2013
Nacka,Kunskapsskolan Nacka,Enskild,,87425546,67,"91,8","95,5",~100,"261,0",..,..,..,..,..,..,..,..,..,..,2013
Nacka,Kunskapsskolan Saltsjöbaden,Enskild,,11496096,21,"91,3","95,2","100,0","272,5",..,..,.,.,.,..,..,..,..,..,2013
Nacka,Maestroskolan Nacka,Enskild,,64065898,..,..,..,..,..,..,..,..,..,..,..,..,.,.,..,2013
Nacka,Montessorisk. Castello Nacka,Enskild,,34135484,28,"90,3","85,7","100,0","237,5",..,..,..,..,..,..,..,..,..,..,2013
Nacka,Snitz grundskola Nacka,Enskild,,82438535,..,..,..,..,..,..,..,.,.,..,.,.,.,.,.,2013
Nacka,Vittra Saltsjö-Boo,Enskild,,44802890,13,"76,5","76,9",~100,"234,6",..,..,..,..,..,..,..,..,..,..,2013
Nordanstig,Hosiannaskolan,Enskild,,21342606,..,..,..,..,..,.,.,.,.,.,..,..,..,..,..,2013
Norrköping,Johannesskolan Norrkpg Kr Sk,Enskild,,57529996,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,2013
Norrköping,Jönsbergska Idrottsskolan,Enskild,,61454000,52,"100,0","98,1","100,0","248,2",.,.,.,.,.,.,.,.,.,.,2013
Norrköping,Kunskapsskolan Norrköping,Enskild,,77437748,90,"89,1","95,6","100,0","233,7",..,..,..,..,..,..,..,..,..,..,2013
Norrköping,"Prolympia, Norrköping",Enskild,,16013826,88,"88,0","81,8","93,2","212,8",..,..,..,..,..,..,..,..,..,..,2013
Norrköping,Rudolf Steinerskolan,Enskild,,33530590,24,"92,3","91,7","100,0","229,4",..,..,.,.,.,..,..,..,..,..,2013
Norrköping,Stegehus Waldorfskola,Enskild,,73656861,..,..,.,.,..,..,..,.,.,.,.,.,.,.,.,2013
Norrköping,Vittra Röda stan,Enskild,,38936292,40,"88,9","52,5","80,0","193,8",..,..,..,..,..,..,..,..,..,..,2013
Norrtälje,Ekebyholmsskolan,Enskild,,98239828,22,"81,5","81,8",~100,"234,4",..,..,..,..,..,..,..,..,..,..,2013
Norrtälje,Freinetskolan Hugin,Enskild,,89692072,20,"90,9","70,0",~100,"227,3",..,..,..,..,..,..,..,..,..,..,2013
Norrtälje,Freinetskolan Mimer,Enskild,,45133950,21,"95,5","100,0","100,0","238,5",..,..,.,.,.,..,..,..,..,..,2013
Norrtälje,Montessoriskolan i Norrtälje,Enskild,,99665701,17,"94,4","82,4",~100,"233,2",..,..,.,.,.,..,..,..,..,..,2013
Norrtälje,Viby friskola,Enskild,,54806839,10,"100,0",..,..,"240,5",.,.,.,.,.,.,.,.,.,.,2013
Nyköping,Båktorp skolan,Enskild,,17393295,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.,2013
Nyköping,Fokusskolan,Enskild,,18915192,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2013
Nyköping,Kunskapsskolan Nyköping,Enskild,,88046003,95,"91,3","97,9",~100,"232,6",..,..,..,..,..,..,..,..,..,..,2013
Nyköping,Mikaeliskolan,Enskild,,75746018,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.,2013
Nyköping,Vittra Kungshagen,Enskild,,50698424,23,"100,0","87,0",~100,"221,4",.,.,.,.,.,.,.,.,.,.,2013
Pajala,Kangos Kultur- o ekologiskola,Enskild,,35837794,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.,2013
Partille,Casa Montessori,Enskild,,68358072,18,"94,7","94,4",~100,"267,2",..,..,..,..,..,..,..,.,.,.,2013
Ronneby,Karl-Oskarskolan i Ronneby,Enskild,,38449858,57,"89,1","66,7","78,9","195,1",..,..,.,..,..,..,..,..,..,..,2013
Salem,Söderby friskola,Enskild,,56858061,20,"95,2","100,0","100,0","225,8",..,..,..,..,..,..,..,.,.,.,2013
Sandviken,Prosperitas utbildning,Enskild,,91119383,14,"100,0",..,~100,"169,3",.,.,.,.,.,.,.,.,.,.,2013
Sandviken,Sandvikens Montessoriskola,Enskild,,17233525,20,"95,2","90,0",~100,"216,6",..,..,.,.,.,..,..,.,..,..,2013
Sigtuna,"Josefinaskolan, grundskola",Enskild,,55508705,15,"83,3","93,3",~100,"224,7",..,..,..,..,..,..,..,..,..,..,2013
Sigtuna,Sigtunaskolan hum. läroverket,Enskild,,70883860,45,"81,8","80,0",~100,"226,8",..,..,..,..,..,..,..,..,..,..,2013
Sigtuna,Skolan Bergius,Enskild,,35008423,52,"89,7","82,7","100,0","249,2",..,..,..,..,..,..,..,..,..,..,2013
Simrishamn,Famn,Enskild,,68370166,..,..,.,.,..,..,..,..,..,..,.,.,.,.,.,2013
Simrishamn,Nils Holgerssonskolan,Enskild,,24445412,18,"78,3","72,2",~100,"226,9",..,..,..,..,..,..,..,..,..,..,2013
Simrishamn,Sophiaskolan,Enskild,,59958745,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2013
Sjöbo,Vollsjö Friskola,Enskild,,78396564,..,..,.,..,..,..,..,.,.,.,.,.,.,.,.,2013
Skara,Friskolan Metis,Enskild,,46013569,18,"94,7","83,3",~100,"212,6",..,..,.,.,.,..,..,..,..,..,2013
Skellefteå,Bruksskolan,Enskild,,90056405,24,"100,0","91,7",~100,"214,5",.,.,.,.,.,.,.,.,.,.,2013
Skövde,Mia skola,Enskild,,94502924,..,..,.,..,..,..,..,.,.,.,.,.,.,.,.,2013
Sollentuna,Futuraskolan Hertig Karl,Enskild,,40467992,15,"75,0","93,3","100,0","264,5",..,..,..,..,..,..,..,.,.,.,2013
Sollentuna,Mikaelskolan,Enskild,,85777315,14,"73,7","92,9",~100,"261,2",..,..,..,..,..,..,..,..,..,..,2013
Sollentuna,Norrvikens skola,Enskild,,47462120,71,"87,7","91,5",~100,"234,9",..,..,..,..,..,..,..,..,..,..,2013
Sollentuna,Vibyskolan,Enskild,,15547680,26,"96,3","92,3","100,0","244,0",..,..,..,..,..,..,..,.,.,.,2013
Sollentuna,Vittra Sollentuna,Enskild,,58102266,18,"50,0","83,3","100,0","254,9",..,..,"86,7",~100,"231,2",..,..,..,..,..,2013
Solna,Alfaskolan,Enskild,,27323097,31,"59,6","90,3",~100,"260,6",..,..,"100,0","100,0","270,0",..,..,..,..,..,2013
Solna,"Ingridskolan, grundskola",Enskild,,53259263,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2013
Solna,Svedenskolan Bergshamra,Enskild,,89893224,..,..,.,.,..,..,..,..,..,..,..,..,.,.,..,2013
Solna,Vittra Frösunda,Enskild,,48760074,17,"68,0","100,0","100,0","235,7",..,..,..,..,..,..,..,..,..,..,2013
Solna,Ängkärrsskolan i Solna,Enskild,,98515782,25,"89,3","72,0","72,0","193,0",..,..,..,..,..,..,..,..,..,..,2013
Staffanstorp,Skånska Småstadens Kulturskola,Enskild,,85506411,..,..,..,..,..,.,.,.,.,.,..,..,..,..,..,2013
Stenungsund,Stenungsunds Montessoriskola,Enskild,,38786895,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.,2013
Stockholm,Al-Azharskolan,Enskild,,90711097,..,..,..,..,..,27,"75,0","63,0",~100,"215,4",..,..,..,..,..,2013
Stockholm,Alla Nationers Fria Skola,Enskild,,82838118,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2013
Stockholm,Alzahraa Idealiska akademi,Enskild,,77656740,..,..,..,..,..,13,"52,0",..,~100,"192,5",..,..,..,..,..,2013
Stockholm,Beta School,Enskild,,16061350,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2013
Stockholm,Bågenskolan,Enskild,,35784391,..,..,..,..,..,.,.,.,.,.,..,..,..,..,..,2013
Stockholm,Carlssons skola,Enskild,,35547286,61,"95,3","100,0","100,0","265,6",..,..,.,.,.,..,..,..,..,..,2013
Stockholm,Dialogskolan,Enskild,,92127007,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2013
Stockholm,Drakenskolan,Enskild,,76324672,..,..,.,.,..,..,..,.,.,..,.,.,.,.,.,2013
Stockholm,Ellen Key skolan,Enskild,,16394249,23,"88,5","91,3","100,0","245,8",..,..,..,..,..,..,..,.,.,.,2013
Stockholm,Elma School,Enskild,,11532790,..,..,.,.,..,..,..,..,..,..,..,..,..,..,..,2013
Stockholm,Engelska Skolan i Bromma,Enskild,,90732940,148,"83,1","88,5","100,0","263,4",20,"11,2","90,0","100,0","267,4",10,"5,6","100,0","100,0","255,5",2013
Stockholm,Engelska Skolan i Enskede gr,Enskild,,38935587,89,"58,6","93,3","100,0","258,8",43,"28,3","86,0","100,0","254,3",20,"13,2","95,0","100,0","267,6",2013
Stockholm,Engelska skolan i Hässelby,Enskild,,74482611,35,"59,3","94,3",~100,"245,9",..,..,..,..,..,..,..,"87,5",~100,"256,4",2013
Stockholm,Engelska Skolan Norr,Enskild,,29725531,..,..,"80,0","100,0","267,9",24,"49,0","66,7",~100,"250,0",..,..,..,..,..,2013
Stockholm,Engelska skolan på Kungsholmen,Enskild,,66455663,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,2013
Stockholm,Enskilda gymnasiet,Enskild,,92750123,56,"91,8","98,2","100,0","288,7",..,..,..,..,..,..,..,..,..,..,2013
Stockholm,Estniska Skolan i Stockholm,Enskild,,34540901,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2013
Stockholm,Europaskolan på Södermalm,Enskild,,79969356,23,"53,5","91,3","100,0","279,5",..,..,"91,7","100,0","276,7",..,..,..,..,..,2013
Stockholm,Franska Skolan/Ecole francaise,Enskild,,42328518,49,"77,8","100,0","100,0","272,4",..,..,..,"100,0","259,5",..,..,..,..,..,2013
Stockholm,"Fryshusets grundskola, Sthlm",Enskild,,19657993,34,"72,3","76,5",~100,"206,6",..,..,..,..,..,..,..,..,..,..,2013
Stockholm,Första Sportskolan gr,Enskild,,10360193,10,"66,7",..,..,..,..,..,..,..,..,..,..,.,.,.,2013
Stockholm,Grundskolan Metapontum,Enskild,,90850620,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2013
Stockholm,JENSEN grundskola Gärdet Sthlm,Enskild,,87377212,33,"82,5","84,8",~100,"258,9",..,..,..,..,..,..,..,..,..,..,2013
Stockholm,Kristofferskolan,Enskild,,98760751,53,"89,8","92,5",~100,"258,0",..,..,..,..,..,..,..,..,..,..,2013
Stockholm,Kulturama gr. Hammarby Sjöstad,Enskild,,23066257,67,"89,3","85,1",~100,"244,4",..,..,..,..,..,..,..,..,..,..,2013
Stockholm,Kulturskolan Raketen,Enskild,,24172067,22,"91,7","90,9","100,0","259,0",..,..,..,..,..,..,..,.,..,..,2013
Stockholm,Kunskapsskolan Enskede,Enskild,,16426165,88,"75,2","95,5",~100,"242,8",..,..,"91,3",~100,"240,5",..,..,..,..,..,2013
Stockholm,Kunskapsskolan Fruängen,Enskild,,63954028,69,"88,5","94,2",~100,"247,5",..,..,..,..,..,..,..,..,..,..,2013
Stockholm,Kunskapsskolan Kista,Enskild,,98098631,..,..,..,..,..,23,"67,6","56,5","69,6","193,0",..,..,..,..,..,2013
Stockholm,Kunskapsskolan Spånga,Enskild,,46796995,103,"85,1","86,4","93,2","238,9",..,..,..,..,"208,0",..,..,..,..,..,2013
Stockholm,Kunskapsskolan Tyresö,Enskild,,81266343,111,"86,0","97,3",~100,"253,3",..,..,..,..,..,..,..,..,..,..,2013
Stockholm,Kunskapsskolans Resursskola,Enskild,,24671487,10,"90,9",..,..,"171,8",..,..,..,..,..,..,..,.,.,.,2013
Stockholm,Lunaskolan,Enskild,,72509254,16,"88,9",..,..,"126,5",..,..,.,.,.,..,..,.,.,.,2013
Stockholm,Lycée Francais Saint Louis,Enskild,,40610606,20,"42,6",.,.,.,..,..,.,.,.,20,"42,6",.,.,.,2013
Stockholm,Maria Elementarskola,Enskild,,73893187,18,"62,1","100,0","100,0","281,7",..,..,..,..,..,..,..,..,..,..,2013
Stockholm,Martinskolan Söders waldorfsk,Enskild,,82854505,19,"79,2","89,5","100,0","245,3",..,..,..,..,..,..,..,..,..,..,2013
Stockholm,MBC skolan Älvsjö,Enskild,,38096510,10,"83,3",.,..,..,..,..,.,.,.,..,..,.,.,..,2013
Stockholm,Mosebackeskolan,Enskild,,34880783,..,..,..,..,..,..,..,.,.,..,.,.,.,.,.,2013
Stockholm,Musikskolan Lilla Akademien,Enskild,,36066067,21,"72,4","95,2","100,0","281,8",..,..,..,..,..,..,..,..,..,..,2013
Stockholm,Nya Broskolan,Enskild,,14283912,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,2013
Stockholm,Prima Kulturskola Farsta,Enskild,,26568390,..,..,..,..,..,.,.,.,.,.,..,..,.,.,..,2013
Stockholm,Raoul Wallenbergskolan Bromma,Enskild,,50848996,43,"46,7","76,7","88,4","233,7",30,"32,6","60,0",~100,"206,3",19,"20,7","63,2",~100,"201,6",2013
Stockholm,Skolgrunden,Enskild,,23414344,..,..,..,..,..,..,..,.,.,..,..,..,..,..,..,2013
Stockholm,Snitz grundskola Odenplan,Enskild,,57510246,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,2013
Stockholm,Sofiaängens skola,Enskild,,86086213,11,"100,0",.,..,"78,3",.,.,.,.,.,.,.,.,.,.,2013
Stockholm,S:t Eriks Katolska Skola,Enskild,,94943347,..,..,..,..,..,10,"50,0",..,"100,0","241,8",..,..,..,..,..,2013
Stockholm,Stift. Sthlm Intern. School gr,Enskild,,85670099,..,..,.,.,.,..,..,.,.,.,27,"57,4",.,.,.,2013
Stockholm,Stockholm Internat. Academy,Enskild,,11442396,..,..,.,.,.,.,.,.,.,.,..,..,..,..,..,2013
Stockholm,Studemaskolan,Enskild,,91352227,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2013
Stockholm,Sv Interkulturella grundskolan,Enskild,,98705470,..,..,.,.,..,15,"62,5",..,..,"177,7",..,..,..,..,..,2013
Stockholm,Sverigefinska skolan Sthlm,Enskild,,78508835,10,"41,7",..,..,"243,0",10,"41,7",..,..,"236,8",..,..,..,..,..,2013
Stockholm,Södermalmskyrkans Kristna sk.,Enskild,,14472068,..,..,"100,0","100,0","260,5",12,"48,0","100,0","100,0","276,3",..,..,..,..,..,2013
Stockholm,Tasava skola,Enskild,,82448624,..,..,.,..,..,..,..,.,.,..,..,..,.,.,..,2013
Stockholm,Tornadoskolan,Enskild,,29796042,16,"69,6","81,3","100,0","228,6",..,..,..,..,..,..,..,..,..,..,2013
Stockholm,Tyska skolan,Enskild,,53175499,23,"48,9",.,.,.,..,..,.,.,.,..,..,.,.,.,2013
Stockholm,Vasastans Montessoriskola,Enskild,,75656508,12,"100,0",..,~100,"214,6",.,.,.,.,.,.,.,.,.,.,2013
Stockholm,Vintertullsskolan i Stockholm,Enskild,,28138418,..,..,..,..,..,.,.,.,.,.,..,..,..,..,..,2013
Stockholm,Vittra Sjöstaden,Enskild,,28778917,11,"78,6","100,0","100,0","249,3",..,..,..,..,..,..,..,..,..,..,2013
Stockholm,Vittra Södermalm,Enskild,,59900714,40,"81,6","72,5","100,0","224,0",..,..,..,..,..,..,..,.,.,.,2013
Stockholm,Västbergaskolan,Enskild,,64736967,57,"91,9","80,7",~100,"231,3",..,..,..,..,..,..,..,.,.,.,2013
Stockholm,Västerholms friskola,Enskild,,35890890,16,"16,3",..,~100,"208,9",48,"49,0","58,3","87,5","221,1",34,"34,7","32,4","67,6","205,4",2013
Storfors,Lundsbergs skola,Enskild,,26377128,16,"94,1","100,0","100,0","241,9",..,..,.,.,.,..,..,..,..,..,2013
Strängnäs,Friskolan Asken,Enskild,,63423770,53,"96,4","94,3","100,0","231,7",..,..,..,..,..,..,..,..,..,..,2013
Strängnäs,Roggeskolan Strängnäs,Enskild,,31980822,46,"82,1","91,3","100,0","245,5",..,..,..,..,..,..,..,..,..,..,2013
Strängnäs,Strängnäs Montessoriskola,Enskild,,30181143,27,"93,1","81,5",~100,"240,2",..,..,.,.,.,..,..,..,..,..,2013
Sundbyberg,Kulturama Grundsk. Sundbyberg,Enskild,,37112288,52,"82,5","88,5",~100,"252,0",..,..,..,..,..,..,..,..,..,..,2013
Sundsvall,Engelska Skolan i Sundsvall,Enskild,,54802332,73,"83,0","87,7",~100,"237,8",..,..,..,..,..,..,..,..,..,..,2013
Sundsvall,Heliås Naturvetenskaplig Frisk,Enskild,,21250086,25,"89,3","92,0",~100,"216,4",..,..,..,..,..,..,..,..,..,..,2013
Sundsvall,Kristna skolan Oasen,Enskild,,38897013,10,"71,4",..,"100,0","235,0",..,..,.,.,..,..,..,..,..,..,2013
Sundsvall,Kunskapsakademin,Enskild,,57722644,34,"94,4","94,1",~100,"229,1",..,..,.,.,.,..,..,..,..,..,2013
Sundsvall,Mimerskolan,Enskild,,10023937,57,"96,6","93,0",~100,"228,1",..,..,.,..,..,..,..,..,..,..,2013
Sundsvall,Njurunda Friskola,Enskild,,65125762,15,"100,0","86,7",~100,"222,5",.,.,.,.,.,.,.,.,.,.,2013
Sundsvall,"Prolympia 6-9, Sundsvall",Enskild,,18952472,75,"97,4","81,3","86,7","208,5",..,..,.,.,.,..,..,..,..,..,2013
Svalöv,"Blichers friskola, Norrvidinge",Enskild,,81535814,10,"100,0",..,..,"168,5",.,.,.,.,.,.,.,.,.,.,2013
Svalöv,Svalövs Montessoriskola,Enskild,,58981647,12,"85,7",..,~100,"241,3",..,..,..,..,..,..,..,..,..,..,2013
Söderhamn,HamnaSkolan,Enskild,,99882962,12,"100,0","83,3",~100,"202,5",.,.,.,.,.,.,.,.,.,.,2013
Söderköping,Söderköpings Waldorfskola,Enskild,,70789823,14,"87,5",..,~100,"175,0",..,..,.,.,.,..,..,..,..,..,2013
Södertälje,Järna friskola,Enskild,,41584790,24,"96,0","95,8","100,0","250,4",..,..,..,..,..,..,..,.,.,.,2013
Södertälje,Kringlaskolan,Enskild,,74489639,19,"41,3",..,~100,"158,8",19,"41,3","94,7","100,0","210,1",..,..,..,..,..,2013
Södertälje,Mariaskolan,Enskild,,31528772,10,"83,3","100,0","100,0","259,0",..,..,..,..,..,..,..,..,..,..,2013
Södertälje,Mikaelgården Läkeped. Institut,Enskild,,73075913,..,..,.,.,..,..,..,.,.,..,..,..,..,..,..,2013
Södertälje,Nyckelskolan,Enskild,,16068461,16,"69,6","87,5",~100,"240,0",..,..,..,..,..,..,..,..,..,..,2013
Södertälje,Solvikskolan,Enskild,,45994471,11,"78,6","90,9",~100,"214,5",..,..,..,..,..,..,..,..,..,..,2013
Södertälje,Södertälje friskola,Enskild,,38394561,13,"48,1",..,~100,"184,4",..,..,..,..,..,..,..,..,..,..,2013
Södertälje,Vittra Östertälje,Enskild,,12757193,41,"75,9","97,6","100,0","220,7",..,..,..,..,..,..,..,..,..,..,2013
Södertälje,Örjanskolan,Enskild,,10661388,22,"81,5","95,5","100,0","265,1",..,..,..,..,..,..,..,..,..,..,2013
Tingsryd,Idekulla skola,Enskild,,66342347,21,"95,5","95,2",~100,"251,7",..,..,.,.,.,..,..,..,..,..,2013
Trelleborg,Kunskapsskolan Trelleborg,Enskild,,65892623,55,"98,2","76,4","89,1","224,6",..,..,..,..,..,..,..,.,.,.,2013
Trollhättan,"Fridaskolan, Trollhättan",Enskild,,56884611,71,"94,7","90,1","91,5","214,2",..,..,..,..,..,..,..,.,.,.,2013
Trollhättan,"Nya Skolan, Trollhättan",Enskild,,11588924,25,"65,8","92,0",~100,"229,9",..,..,..,"100,0","202,3",..,..,..,..,..,2013
Täby,Byängsskolan,Enskild,,65839656,45,"83,3","97,8",~100,"252,1",..,..,..,..,..,..,..,..,..,..,2013
Täby,Engelska Skolan i Täby,Enskild,,12332278,117,"75,0","97,4","100,0","259,0",23,"14,7","95,7","100,0","268,9",16,"10,3","100,0","100,0","252,5",2013
Täby,Enhagenskolan,Enskild,,32231541,82,"96,5","95,1","100,0","247,8",..,..,..,..,..,..,..,..,..,..,2013
Täby,Futuraskolan Bergtorp,Enskild,,24142153,152,"92,1","95,4",~100,"247,0",..,..,..,..,..,..,..,..,..,..,2013
Täby,Helleborusskolan,Enskild,,45984740,12,"92,3",..,"100,0","203,3",..,..,.,.,.,..,..,..,..,..,2013
Täby,Kunskapsskolan Täby,Enskild,,25309669,38,"84,4","86,8","100,0","237,6",..,..,..,..,..,..,..,..,..,..,2013
Täby,Mellansjö skola,Enskild,,54332921,..,..,..,..,..,..,..,.,..,..,..,..,.,..,..,2013
Täby,Milstensskolan,Enskild,,23312767,12,"100,0","100,0","100,0","250,2",.,.,.,.,.,.,.,.,.,.,2013
Täby,Nya Tidens Montessorisk. Täby,Enskild,,89424201,19,"95,0","78,9",~100,"251,4",..,..,.,.,.,..,..,.,..,..,2013
Täby,Svalnäs skola,Enskild,,84230778,..,..,.,..,..,..,..,.,..,..,.,.,.,.,.,2013
Täby,Täby byskola,Enskild,,64580337,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2013
Uddevalla,Bohusläns Helhetsskola,Enskild,,82570039,..,..,.,.,..,..,..,.,.,.,.,.,.,.,.,2013
Uddevalla,"Fridaskolan, Uddevalla",Enskild,,27489448,59,"92,2","84,7",~100,"233,1",..,..,..,..,..,..,..,..,..,..,2013
Uddevalla,Hällebergsskolan,Enskild,,52464734,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.,2013
Uddevalla,Linnéaskolan,Enskild,,92086024,37,"92,5","78,4",~100,"231,6",..,..,.,..,..,..,..,..,..,..,2013
Uddevalla,Stenbackeskolan,Enskild,,77005811,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,2013
Umeå,Hannaskolan,Enskild,,68950088,15,"93,8","86,7","100,0","238,5",..,..,.,.,.,..,..,.,.,..,2013
Umeå,Minervaskolan,Enskild,,75713343,58,"84,1","91,4","100,0","239,8",..,..,..,..,..,..,..,..,..,..,2013
Umeå,"Prolympia, Umeå",Enskild,,28958120,70,"94,6","91,4","100,0","212,5",..,..,..,..,..,..,..,..,..,..,2013
Umeå,Umeå Waldorfskola,Enskild,,16183719,23,"85,2","87,0",~100,"228,8",..,..,..,..,..,..,..,.,..,..,2013
Upplands Väsby,Sandbergska skolan,Enskild,,97762139,21,"95,5","57,1",~100,"192,4",..,..,.,..,..,..,..,.,.,.,2013
Upplands Väsby,"Sverigefinska sk, Uppl Väsby",Enskild,,68403656,..,..,..,..,..,.,.,.,.,.,..,..,..,..,..,2013
Upplands Väsby,Södervikskolan,Enskild,,49021135,86,"81,1","83,7","93,0","219,6",..,..,..,~100,"212,1",..,..,..,..,..,2013
Upplands Väsby,Vittra Väsby,Enskild,,24374886,19,"51,4","52,6","63,2","167,9",..,..,..,~100,"190,6",..,..,..,..,..,2013
Upplands-Bro,Källskolan,Enskild,,69098787,12,"80,0",..,..,"168,1",..,..,.,.,..,..,..,..,..,..,2013
Uppsala,Engelska skolan i Uppsala,Enskild,,83401016,19,"38,8","94,7","100,0","265,9",16,"32,7","87,5",~100,"240,0",14,"28,6","78,6",~100,"217,0",2013
Uppsala,Gluntens Montessoriskola,Enskild,,57484572,25,"86,2","92,0",~100,"259,2",..,..,..,..,..,..,..,.,.,.,2013
Uppsala,Kajan Friskola,Enskild,,95219888,..,..,.,.,..,..,..,.,.,.,.,.,.,.,.,2013
Uppsala,Katarinaskolan,Enskild,,71951060,78,"84,8","87,2",~100,"248,3",..,..,..,"100,0","229,5",..,..,..,..,..,2013
Uppsala,Kunskapsskolan Uppsala,Enskild,,73947432,78,"86,7","92,3",~100,"242,7",..,..,..,..,..,..,..,..,..,..,2013
Uppsala,Kunskapsskolan Uppsala Norra,Enskild,,73806643,45,"88,2","97,8",~100,"244,4",..,..,..,..,..,..,..,..,..,..,2013
Uppsala,LOKS Kyrkskolan 7-9,Enskild,,35561766,53,"76,8","88,7",~100,"224,0",..,..,..,..,..,..,..,..,..,"219,0",2013
Uppsala,Raoul Wallenbergskolan Uppsala,Enskild,,56867001,11,"61,1",..,~100,"224,3",..,..,..,..,..,..,..,..,..,..,2013
Uppsala,Skogstibble grundskola,Enskild,,49262000,..,..,.,.,..,..,..,.,.,..,..,..,.,.,..,2013
Uppsala,Uppsala Musikklasser,Enskild,,89387408,63,"82,9","100,0","100,0","267,6",..,..,..,..,..,..,..,..,..,..,2013
Uppsala,Uppsala waldorfskola,Enskild,,69405762,17,"100,0",..,"100,0","223,1",.,.,.,.,.,.,.,.,.,.,2013
Uppsala,Vaksala Friskola,Enskild,,77415942,..,..,.,..,..,..,..,.,..,..,..,..,.,..,..,2013
Vallentuna,Roslagens Resursskola,Enskild,,48184058,..,..,.,.,..,..,..,.,.,.,.,.,.,.,.,2013
Vallentuna,Vallentuna Friskola,Enskild,,72378947,25,"100,0","92,0",~100,"225,7",.,.,.,.,.,.,.,.,.,.,2013
Vallentuna,Vittra Vallentuna,Enskild,,46206050,19,"90,5","63,2",~100,"214,2",..,..,..,..,..,..,..,..,..,..,2013
Varberg,Montessorisk. Lära för livet,Enskild,,88650307,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2013
Varberg,Nyhemsskolan Varbergs Krist sk,Enskild,,74843338,..,..,..,..,..,.,.,.,.,.,..,..,..,..,..,2013
Vellinge,Framtidskomp. V Ingelstad sk,Enskild,,44979671,33,"97,1","93,9","100,0","225,5",..,..,.,.,.,..,..,.,..,..,2013
Vellinge,Framtidskompassen i Vellinge,Enskild,,15068529,48,"96,0","97,9","100,0","243,7",..,..,..,..,..,..,..,..,..,..,2013
Vellinge,Skanör Falsterbo Montessorisk.,Enskild,,46725455,18,"90,0","94,4","100,0","257,6",..,..,..,..,..,..,..,..,..,..,2013
Vellinge,Ängdalaskolan,Enskild,,11885832,40,"90,9","97,5","100,0","242,4",..,..,..,..,..,..,..,..,..,..,2013
Vetlanda,Vetlanda Friskola,Enskild,,13123046,..,..,..,..,..,..,..,.,.,..,..,..,..,..,..,2013
Vilhelmina,Strandskolan,Enskild,,45737019,..,..,..,..,..,.,.,.,.,.,..,..,.,.,..,2013
Vänersborg,"Fridaskolan, Vänersborg",Enskild,,10982633,64,"92,8","87,5",~100,"227,9",..,..,..,..,..,..,..,.,.,.,2013
Värmdö,Lemshaga Akademi,Enskild,,11364996,45,"91,8","86,7",~100,"229,8",..,..,.,.,.,..,..,..,..,..,2013
Västervik,Alphaskolan,Enskild,,25749057,11,"100,0",..,..,"180,5",.,.,.,.,.,.,.,.,.,.,2013
Västervik,Gamlebyvikens friskola,Enskild,,80536102,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.,2013
Västerås,Centuriaskolan,Enskild,,83896681,20,"90,9","80,0",~100,"217,9",..,..,..,..,..,..,..,..,..,..,2013
Västerås,Engelska Skolan i Västerås,Enskild,,46042136,12,"75,0","100,0","100,0","264,4",..,..,..,..,..,..,..,..,..,..,2013
