skolverket_kommunnamn,skolverket_skolnamn,huvudman,skolverket_huvudman_namn,school_unit,skolverket_antal_elever_tcv139,skolverket_andel_natt_malen_alla_amnen_tcv139,skolverket_and_beh_yrk_tcv139,skolverket_gnm_meritvarde_tcv139,skolverket_andel_natt_malen_alla_exklok_tcv139,skolverket_and_beh_yrk_exklok_tcv139,skolverket_gnm_meritvarde_exklok_tcv139,year
Varberg,Almers skola 7-9 och grundsärskolan äldre elever,Kommunal,Varberg,72527414,51,"78,4","88,2","228,2","78,4","88,2","228,2",2016
Varberg,Ankarskolan 4-9 och fritidshem,Kommunal,Varberg,68653982,41,"87,8",~100,"237,0","87,8",~100,"237,0",2016
Varberg,Bläshammar skola F-9 och fritidshem,Kommunal,Varberg,13220136,24,"87,5",~100,"229,5","87,5",~100,"229,5",2016
Varberg,Bosgårdsskolan 4-9 och fritidshem,Kommunal,Varberg,92184735,64,"78,1","87,5","204,9","83,3",~100,"214,5",2016
Varberg,Hagaskolan 6-9,Kommunal,Varberg,26579492,43,"76,7",~100,"207,8","76,7",~100,"207,8",2016
Varberg,Håstensskolan 8-9,Kommunal,Varberg,75684823,104,"84,6","92,3","235,6","84,6","92,3","235,6",2016
Varberg,Lindberg skola 4-9,Kommunal,Varberg,23521056,37,"86,5",~100,"234,9","86,5",~100,"234,9",2016
Varberg,Påskbergsskolan 4-9,Kommunal,Varberg,42127916,49,"83,7","89,8","247,9","85,4",~100,"252,5",2016
Varberg,"Rolfstorps skola F-3, 7-9 och fritidshem",Kommunal,Varberg,46202890,38,"81,6","86,8","242,9","81,6","86,8","242,9",2016
Varberg,Vidhögeskolan 6-9,Kommunal,Varberg,70460569,63,"73,0","77,8","214,4","73,0","77,8","214,4",2016
Varberg,"Väröbackaskolan F-3, 7-9 och fritidshem",Kommunal,Varberg,68613823,44,"88,6",~100,"233,2","88,6",~100,"233,2",2016
Vaxholm,Norrbergsskolan,Kommunal,Vaxholm,24710426,96,"86,5","91,7","239,8","87,4","92,6","239,8",2016
Vellinge,Framtidskomp. V Ingelstad sk,Enskild,Framtidskompassen AB,44979671,42,"85,7",~100,"250,9","85,7",~100,"250,9",2016
Vellinge,Framtidskompassen i Vellinge,Enskild,Framtidskompassen AB,15068529,37,"89,2",~100,"249,3","89,2",~100,"249,3",2016
Vellinge,Herrestorpskolan,Kommunal,Vellinge,16650439,36,"61,1","66,7","187,5","84,6",~100,"229,1",2016
Vellinge,Ljungenskolan,Kommunal,Vellinge,41197162,49,"89,8",~100,"272,6","89,8",~100,"272,6",2016
Vellinge,Sandeplanskolan,Kommunal,Vellinge,71367825,47,"83,0",~100,"250,4","86,7",~100,"250,4",2016
Vellinge,Skanörs skola,Kommunal,Vellinge,46945514,19,"73,7",~100,"247,0","73,7",~100,"247,0",2016
Vellinge,Stora Hammars skola,Kommunal,Vellinge,24181728,57,"91,2",~100,"246,6","96,3","100,0","259,6",2016
Vellinge,Södervångskolan,Kommunal,Vellinge,28023150,54,"83,3","85,2","255,9","97,8","100,0","255,9",2016
Vellinge,Tångvallaskolan,Kommunal,Vellinge,58994715,50,"100,0","100,0","278,0","100,0","100,0","278,0",2016
Vellinge,Ängdalaskolan,Enskild,Ängdala Skolor AB,11885832,53,"100,0","100,0","273,5","100,0","100,0","273,5",2016
Vetlanda,Landsbro skola 7-9,Kommunal,Vetlanda,69564434,83,"74,7","83,1","213,8","78,5","87,3","222,2",2016
Vetlanda,Mogärdeskolan 7-9,Kommunal,Vetlanda,28429330,64,"76,6","89,1","219,3","76,6","89,1","219,3",2016
Vetlanda,Withalaskolan,Kommunal,Vetlanda,71069662,142,"60,6","67,6","172,2","72,9","81,4","199,8",2016
Vetlanda,Vetlanda Friskola,Enskild,"Vetlanda Bibelcenter,Stiftelsen",13123046,..,..,..,..,..,..,..,2016
Vilhelmina,Dikanäs skola,Kommunal,Vilhelmina,16889382,..,..,..,..,..,..,..,2016
Vilhelmina,Hembergsskolan,Kommunal,Vilhelmina,99257809,58,"75,9","77,6","218,4","84,6","86,5","222,2",2016
Vilhelmina,Saxnäs skola,Kommunal,Vilhelmina,79002691,..,..,..,..,..,..,..,2016
Vilhelmina,Strandskolan,Enskild,Vilhelmina Fria Församling,45737019,..,..,..,..,..,..,..,2016
Vimmerby,Astrid Lindgrens skola 7-9,Kommunal,Vimmerby,92620495,86,"64,0","79,1","203,5","64,0","79,1","203,5",2016
Vimmerby,Vimarskolan 7-9,Kommunal,Vimmerby,39345593,82,"86,6","90,2","221,7","87,7","91,4","224,0",2016
Vindeln,Renforsskolan,Kommunal,Vindeln,74352559,41,"63,4","82,9","202,4","63,4","82,9","202,4",2016
Vingåker,Slottsskolan,Kommunal,Vingåker,76818200,106,"52,8","67,0","175,9","64,7","78,8","189,5",2016
Vårgårda,Gullhögskolan,Kommunal,Vårgårda,84179524,112,"75,9","80,4","214,9","76,6","81,1","216,7",2016
Vänersborg,"Fridaskolan, Vänersborg",Enskild,Fridaskolorna AB,10982633,72,"90,3","91,7","254,7","90,3","91,7","254,7",2016
Vänersborg,Dalboskolan,Kommunal,Vänersborg,93140467,58,"77,6","79,3","199,0","77,6","79,3","199,0",2016
Vänersborg,Silvertärnan,Kommunal,Vänersborg,56817466,79,"75,9","84,8","222,8","75,9","84,8","222,8",2016
Vänersborg,Torpaskolan,Kommunal,Vänersborg,56373070,113,"63,7","77,9","205,5","66,1","79,8","205,9",2016
Vänersborg,Vänerparkens skola,Kommunal,Vänersborg,59193729,88,"78,4","85,2","229,5","78,4","85,2","229,5",2016
Vännäs,Hammarskolan AB,Kommunal,Vännäs,94348319,44,"70,5","81,8","208,5","70,5","81,8","208,5",2016
Vännäs,Hammarskolan CD,Kommunal,Vännäs,90298777,44,"56,8","77,3","203,4","56,8","77,3","203,4",2016
Värmdö,Lemshaga Akademi,Enskild,Lemshagastiftelsen,11364996,52,"100,0","100,0","261,4","100,0","100,0","261,4",2016
Värmdö,Brunns skola,Kommunal,Värmdö,42434583,57,"80,7",~100,"241,4","80,7",~100,"241,4",2016
Värmdö,Farstavikens skola,Kommunal,Värmdö,60624757,94,"53,2","59,6","178,8","69,4","76,4","220,5",2016
Värmdö,Hemmestaskolan,Kommunal,Värmdö,24561769,110,"80,0","89,1","224,6","80,0","89,1","224,6",2016
Värmdö,"Kullsvedsskolan, Grundskola",Kommunal,Värmdö,67362048,..,..,..,..,..,..,..,2016
Värmdö,Värmdö Skärgårdsskola,Kommunal,Värmdö,77630712,27,"85,2",~100,"226,4","85,2",~100,"226,4",2016
Värmdö,Ösbyskolan,Kommunal,Värmdö,88283203,68,"86,8","91,2","253,1","86,8","91,2","253,1",2016
Värnamo,Apladalsskolan,Kommunal,Värnamo,40576389,122,"74,6","79,5","209,1","82,0","87,4","226,1",2016
Värnamo,Bors skola,Kommunal,Värnamo,68702432,55,"67,3","81,8","204,1","67,3","81,8","204,1",2016
Värnamo,Forshedaskolan,Kommunal,Värnamo,23192281,79,"74,7","83,5","216,3","75,6","84,6","218,9",2016
Värnamo,Gröndalsskolan,Kommunal,Värnamo,41729877,121,"91,7","94,2","232,5","91,7","94,2","232,5",2016
Västervik,Alphaskolan,Enskild,Kunskapsnavet AB,25749057,40,"60,0","77,5","200,4","60,0","77,5","200,4",2016
Västervik,Gamlebyvikens friskola,Enskild,Stiftelsen Josua,80536102,13,..,~100,"239,4",..,~100,"239,4",2016
Västervik,Ankarsrums skola,Kommunal,Västervik,72904597,49,"71,4","73,5","200,1","79,5","81,8","215,5",2016
Västervik,Ellen Keyskolan RO1,Kommunal,Västervik,95812326,46,"78,3",~100,"251,7","78,3",~100,"251,7",2016
Västervik,Ellen Keyskolan RO2,Kommunal,Västervik,93189549,86,"84,9","93,0","247,5","84,9","93,0","247,5",2016
Västervik,Ludvigsborgsskolan,Kommunal,Västervik,16547623,119,"60,5","65,5","210,1","70,6","76,5","224,4",2016
Västervik,Östra Ringskolan,Kommunal,Västervik,18058977,86,"50,0","55,8","187,7","66,2","73,8","199,2",2016
Västerås,Centuriaskolan,Enskild,021 Skol AB,83896681,14,..,"100,0","194,5",..,"100,0","194,5",2016
Västerås,Entréskolan Västerås,Enskild,AmiSgo AB,77743622,16,..,~100,"183,1",..,~100,"183,1",2016
Västerås,Skälbyskolan,Enskild,CK Utbildning AB,50095535,20,..,"70,0","205,8",..,~100,"205,8",2016
Västerås,Engelska Skolan i Västerås,Enskild,Internationella Engelska Skolan i Sverige AB,46042136,93,"82,8","92,5","253,9","82,8","92,5","253,9",2016
Västerås,JENSEN grundskola Västerås,Enskild,Jensen Education College AB,44284183,30,"93,3",~100,"263,0","93,3",~100,"263,0",2016
Västerås,Kunskapsskolan Västerås,Enskild,Kunskapsskolan i Sverige Aktiebolag,30576881,73,"93,2",~100,"266,4","93,2",~100,"266,4",2016
Västerås,Magelungens grundskola Västerås,Enskild,Magelungen Utveckling AB,82151850,12,.,..,"114,5",.,..,"114,5",2016
Västerås,Rotundaskolan,Enskild,Pysslingen Förskolor och Skolor AB,80009811,33,"75,8","78,8","220,0","75,8","78,8","220,0",2016
Västerås,Fryxellska skolan,Enskild,Stiftelsen Fryx,73093445,132,"97,0",~100,"268,0","97,0",~100,"268,0",2016
Västerås,Pilträdsskolan,Enskild,Stiftelsen Källan,81265119,20,"65,0",~100,"221,0","65,0",~100,"221,0",2016
Västerås,"Västerås Waldorfskola, grund",Enskild,Stiftelsen Västerås Waldorfskola,14896115,..,..,..,..,..,..,..,2016
Västerås,Grundskolan Äventyret,Enskild,Stiftelsen Äventyret,57243353,..,..,..,..,..,..,..,2016
Västerås,Apalbyskolan 6-9,Kommunal,Västerås,99947080,39,"61,5","82,1","202,0","63,2","84,2","207,1",2016
Västerås,Bäckbyskolan,Kommunal,Västerås,25320686,85,"32,9","45,9","129,8","50,9","70,9","188,3",2016
Västerås,Introduktionsskolan,Kommunal,Västerås,31630688,..,.,.,.,.,.,.,2016
Västerås,Irstaskolan,Kommunal,Västerås,61002601,79,"78,5","86,1","227,4","86,1",~100,"246,8",2016
Västerås,Kristiansborgsskolan,Kommunal,Västerås,65736810,130,"65,4","86,2","210,1","65,4","86,2","210,1",2016
Västerås,Nybyggeskolan 1,Kommunal,Västerås,14086188,115,"43,5","60,9","173,7","52,1","72,9","201,2",2016
Västerås,Nybyggeskolan 2,Kommunal,Västerås,39103253,94,"75,5",~100,"230,9","75,5",~100,"230,9",2016
Västerås,Persboskolan,Kommunal,Västerås,10453232,65,"49,2","58,5","161,9","62,7","74,5","199,3",2016
Västerås,Rönnbyskolan 6-9,Kommunal,Västerås,16313755,52,"82,7",~100,"254,5","82,7",~100,"254,5",2016
Västerås,Skiljeboskolan,Kommunal,Västerås,77449846,127,"47,2","51,2","162,1","58,8","62,7","191,1",2016
Västerås,S:t Ilians skola,Kommunal,Västerås,66142210,75,"18,7","25,3","90,9","35,9","48,7","152,2",2016
Västerås,Tillbergaskolan,Kommunal,Västerås,33439128,66,"57,6","78,8","231,2","61,3","83,9","231,2",2016
Västerås,Viksängsskolan,Kommunal,Västerås,35110948,180,"86,7","91,1","238,6","86,7","91,1","238,6",2016
Västerås,Önstaskolan,Kommunal,Västerås,84998800,79,"78,5","84,8","231,6","78,5","84,8","231,6",2016
Växjö,Kronoberg Skola,Enskild,Kronoberg Skola Aktiebolag,44785862,55,"96,4",~100,"260,7","96,4",~100,"260,7",2016
Växjö,Växjö Internationella Grundsk.,Enskild,Lacko Internationella Grundskola AB,47516545,23,"73,9",~100,"242,0","77,3","100,0","246,3",2016
Växjö,Thoren Framtid i Växjö,Enskild,Thoren Framtid AB,69600902,81,"77,8","88,9","222,7","77,8","88,9","222,7",2016
Växjö,Bergundaskolan,Kommunal,Växjö,90124360,121,"73,6","75,2","216,6","84,0","85,8","230,8",2016
Växjö,Braås skola,Kommunal,Växjö,40283052,53,"60,4","69,8","198,2","64,0","74,0","198,2",2016
Växjö,Fagrabäckskolan,Kommunal,Växjö,29751275,219,"74,0","84,5","214,5","74,0","84,5","214,5",2016
Växjö,Grundskolan Landningsbanan,Kommunal,Växjö,19837528,21,.,.,.,.,.,.,2016
Växjö,Högstorps skola,Kommunal,Växjö,82426839,..,.,.,.,.,.,.,2016
Växjö,Lammhults skola,Kommunal,Växjö,57569623,44,"43,2","45,5","186,6","55,9","58,8","186,6",2016
Växjö,Norregårdskolan,Kommunal,Växjö,12286029,169,"78,7","85,8","218,5","80,1","87,3","222,0",2016
Växjö,Ringsbergsskolan,Kommunal,Växjö,65161034,24,"75,0",~100,"224,4","75,0",~100,"224,4",2016
Växjö,Teleborg Centrum,Kommunal,Växjö,72833305,151,"75,5","82,1","221,3","79,6","86,6","225,3",2016
Ydre,Ydreskolan 2,Kommunal,Ydre,61662490,38,"81,6","84,2","239,4","83,8","86,5","239,4",2016
Ystad,Kunskapsskolan Ystad,Enskild,Kunskapsskolan i Sverige Aktiebolag,58980145,91,"92,3","94,5","252,3","92,3","94,5","252,3",2016
Ystad,Mottagningsskolan i Ystad,Kommunal,Ystad,50260885,..,.,.,.,.,.,.,2016
Ystad,Norreportskolan,Kommunal,Ystad,89680009,151,"86,1","94,0","236,1","86,1","94,0","236,1",2016
Ystad,Änga/Västervångskolan,Kommunal,Ystad,48813389,93,"87,1","90,3","239,0","87,1","90,3","239,0",2016
Åmål,Kristinebergskolan 1,Kommunal,Åmål,57530972,95,"62,1","76,8","205,9","62,8","77,7","207,2",2016
Åmål,Kristinebergskolan 2,Kommunal,Åmål,60891289,51,"70,6","88,2","221,9","70,6","88,2","221,9",2016
Ånge,Heliås Erikslund,Enskild,Kordelia friskola AB,65951625,..,..,..,..,..,..,..,2016
Ånge,Fränstaskolan,Kommunal,Ånge,17514337,49,"69,4","73,5","222,0","82,9","87,8","230,7",2016
Ånge,Minervaskolan,Kommunal,Ånge,43954518,58,"62,1","62,1","204,6","73,5","73,5","212,5",2016
Åre,Duveds skola F-9,Kommunal,Åre,53536862,44,"79,5",~100,"235,1","81,4",~100,"240,3",2016
Åre,Hallens Kyrkskola F-9,Kommunal,Åre,47003034,10,..,..,"234,5",..,..,"234,5",2016
Åre,Mörsils skola F-9,Kommunal,Åre,99830430,50,"66,0","84,0","192,6","68,8","87,5","197,8",2016
Årjäng,Nordmarkens skola H,Kommunal,Årjäng,55304171,116,"72,4","81,0","211,4","75,7","84,7","211,4",2016
Åsele,Åsele Centralskola åk 1 - 9,Kommunal,Åsele,43833784,33,"81,8","81,8","217,6","81,8","81,8","217,6",2016
Åstorp,Björnekullaskolan,Kommunal,Åstorp,97128428,142,"47,9","62,0","177,6","55,7","72,1","184,1",2016
Åstorp,Hyllinge skola,Kommunal,Åstorp,11662899,62,"66,1","72,6","222,8","75,9","83,3","222,8",2016
Åtvidaberg,Alléskolan  7-9,Kommunal,Åtvidaberg,56528690,127,"73,2","87,4","211,8","73,8","88,1","212,8",2016
Älmhult,Thoren Framtid i Älmhult,Enskild,Thoren Framtid AB,84756527,30,"70,0",~100,"224,9","70,0",~100,"224,9",2016
Älmhult,Linnéskolan 1,Kommunal,Älmhult,53191534,51,"74,5","86,3","212,8","74,5","86,3","212,8",2016
Älmhult,Linnéskolan 2,Kommunal,Älmhult,66184918,81,"75,3","82,7","205,5","75,3","82,7","205,5",2016
Älmhult,The Intern. School of Älmhult,Kommunal,Älmhult,64505955,..,.,.,.,.,.,.,2016
Älvdalen,Strandskolan,Kommunal,Älvdalen,81918902,17,"94,1",~100,"215,9","94,1",~100,"215,9",2016
Älvdalen,Älvdalsskolan,Kommunal,Älvdalen,88076955,55,"81,8","83,6","224,2","81,8","83,6","224,2",2016
Älvkarleby,Älvboda friskola,Enskild,Friskolan i Skutskär Ekonomisk Förening,74070812,34,"67,6","82,4","197,9","69,7","84,8","201,7",2016
Älvkarleby,Rotskärsskolan 6-9,Kommunal,Älvkarleby,96982474,58,"58,6","75,9","180,9","60,7","78,6","185,9",2016
Älvsbyn,Vidselskolan,Kommunal,Älvsbyn,86476920,20,"70,0",~100,"237,8","82,4",~100,"237,8",2016
Älvsbyn,Älvåkraskolan,Kommunal,Älvsbyn,32970785,80,"61,3","70,0","201,4","69,6","79,7","201,4",2016
Ängelholm,Kungsgårdsskolan,Kommunal,Ängelholm,25522582,160,"73,1","81,3","213,7","83,0","92,2","226,1",2016
Ängelholm,Magnarps skola,Kommunal,Ängelholm,75244062,40,"95,0",~100,"236,8","97,4",~100,"240,6",2016
Ängelholm,Nyhemsskolan,Kommunal,Ängelholm,60842677,123,"84,6","91,9","233,6","84,6","91,9","233,6",2016
Ängelholm,Strövelstorps skola,Kommunal,Ängelholm,68323880,29,"82,8",~100,"228,6","82,1",~100,"228,5",2016
Ängelholm,Söndrebalgs skola,Kommunal,Ängelholm,53600648,42,"73,8","78,6","228,8","88,6",~100,"228,8",2016
Ängelholm,Toftaskolan,Kommunal,Ängelholm,51497405,57,"73,7","78,9","222,3","84,0","90,0","244,1",2016
Öckerö,Betelskolan,Enskild,Betelförsamlingens Skolstiftelse,65677988,19,"68,4",~100,"214,3","72,2",~100,"218,1",2016
Öckerö,Brattebergsskolan,Kommunal,Öckerö,85862849,113,"82,3","94,7","241,2","82,3","94,7","241,2",2016
Ödeshög,Lysingskolan,Kommunal,Ödeshög,34255565,57,"78,9","91,2","224,9","78,9","91,2","224,9",2016
Örebro,Alsalam,Enskild,Al-Risalah Skandinaviska Stiftelse,99730324,15,"86,7",~100,"228,7","86,7",~100,"228,7",2016
Örebro,Viktoriaskolan,Enskild,Brickebergskyrkans Skolstiftelse,19742982,24,"70,8",~100,"223,9","70,8",~100,"223,9",2016
Örebro,Engelska Skolan i Örebro,Enskild,Internationella Engelska Skolan i Sverige AB,23908629,124,"89,5","96,0","274,0","89,5","96,0","274,0",2016
Örebro,JENSEN grundskola Örebro,Enskild,Jensen Education College AB,94248837,31,"90,3",~100,"250,6","90,3",~100,"250,6",2016
Örebro,Kunskapsskolan Örebro,Enskild,Kunskapsskolan i Sverige Aktiebolag,76018506,89,"95,5",~100,"235,3","95,5",~100,"235,3",2016
Örebro,Magelungens grundskola Örebro,Enskild,Magelungen Utveckling AB,27319904,..,.,.,..,.,.,..,2016
Örebro,Karl Johans skola,Enskild,Pysslingen Förskolor och Skolor AB,28067210,92,"97,8",~100,"263,8","97,8",~100,"263,8",2016
Örebro,Grenadjärskolan,Enskild,Stiftelsen Grenadjärskolan,36409468,15,"86,7","100,0","263,2","86,7","100,0","263,2",2016
Örebro,Hannaskolan,Enskild,Stiftelsen Hannaskolan,13390547,28,"92,9",~100,"260,4","92,9",~100,"260,4",2016
Örebro,Johannaskolan Örebro Waldorfskola,Enskild,Stiftelsen Johannaskolan Örebro Waldorfskola,11909268,10,..,"100,0","254,8",..,"100,0","254,8",2016
Örebro,Adolfsbergsskolan 7-9,Kommunal,Örebro,47684564,143,"88,8","94,4","234,7","89,4","95,1","235,6",2016
Örebro,Adolfsbergsskolans spec.enhet 7-9,Kommunal,Örebro,68103849,..,..,..,..,..,..,..,2016
Örebro,Almby skola 7-9,Kommunal,Örebro,22049573,105,"59,0","81,0","196,1","60,2","82,5","197,7",2016
Örebro,Engelbrektsskolan,Kommunal,Örebro,82807694,211,"78,7","86,7","222,7","79,0","87,1","222,8",2016
Örebro,Gumaeliusskolan,Kommunal,Örebro,74902204,183,"72,7","82,0","208,4","73,3","82,8","210,4",2016
Örebro,Lillåns skola 7-9,Kommunal,Örebro,84774734,133,"86,5","94,7","240,2","86,5","94,7","240,2",2016
Örebro,Mellringeskolan 7-9,Kommunal,Örebro,26290434,110,"73,6","76,4","206,7","74,3","77,1","208,3",2016
Örebro,Navet,Kommunal,Örebro,12248380,54,"68,5","70,4","212,4","67,9","69,8","212,0",2016
Örebro,Odenskolan,Kommunal,Örebro,66382532,51,"70,6","84,3","205,3","73,5","87,8","211,9",2016
Örebro,Olaus Petriskolan 7-9,Kommunal,Örebro,94395043,89,"80,9","86,5","233,7","80,9","86,5","233,7",2016
Örebro,Vivallaskolan 7-9,Kommunal,Örebro,57981090,73,"45,2","57,5","165,0","45,2","57,5","165,0",2016
Örebro,Västra Engelbrektsskolan 7-9,Kommunal,Örebro,54656817,29,"65,5","69,0","195,4","65,5","69,0","195,4",2016
Örkelljunga,Solängskolan,Enskild,Kristna Skolföreningen i Örkelljunga,10757780,..,..,..,..,..,..,..,2016
Örkelljunga,Kungsskolan,Kommunal,Örkelljunga,45558673,116,"55,2","70,7","186,8","64,0","82,0","203,8",2016
Örnsköldsvik,Broskolan Ö-viks Kristna skola,Enskild,Broskolan AB,32866578,12,..,~100,"201,7",..,~100,"201,7",2016
Örnsköldsvik,Bäckagårdsskolan,Enskild,Impius Vård och Utbildning AB,50936464,..,..,..,..,..,..,..,2016
Örnsköldsvik,Alneskolan 5-9,Kommunal,Örnsköldsvik,38278821,31,"93,5","100,0","232,1","93,5","100,0","232,1",2016
Örnsköldsvik,Bjästaskolan 7-9,Kommunal,Örnsköldsvik,56331671,51,"86,3","90,2","239,5","86,3","90,2","239,5",2016
Örnsköldsvik,Björnaskolan,Kommunal,Örnsköldsvik,24396451,43,"53,5","62,8","201,5","65,7","77,1","208,8",2016
Örnsköldsvik,Bredbynskolan,Kommunal,Örnsköldsvik,51597705,57,"84,2","89,5","228,1","90,6",~100,"239,1",2016
Örnsköldsvik,Geneskolan,Kommunal,Örnsköldsvik,87606101,116,"88,8","95,7","229,1","88,8","95,7","229,1",2016
Örnsköldsvik,Husumskolan F-9,Kommunal,Örnsköldsvik,10120692,41,"90,2",~100,"236,5","90,2",~100,"236,5",2016
Örnsköldsvik,Höglandskolan 4-9,Kommunal,Örnsköldsvik,32227381,38,"94,7",~100,"243,7","94,7",~100,"243,7",2016
Örnsköldsvik,Själevadskolan F-9,Kommunal,Örnsköldsvik,47912312,54,"81,5",~100,"235,3","81,5",~100,"235,3",2016
Örnsköldsvik,Sörlidenskolan 4-9,Kommunal,Örnsköldsvik,46859731,40,"57,5","65,0","188,4","59,0","66,7","191,8",2016
Örnsköldsvik,Ängetskolan 4-9,Kommunal,Örnsköldsvik,82726493,55,"85,5","89,1","233,5","85,5","89,1","233,5",2016
Östersund,Friggaskolan,Enskild,Pysslingen Förskolor och Skolor AB,58922041,30,"100,0","100,0","279,5","100,0","100,0","279,5",2016
Östersund,"Prolympia, Östersund",Enskild,Ulno AB,16858929,75,"84,0","93,3","234,6","84,0","93,3","234,6",2016
Östersund,Östersunds Waldorfskola,Enskild,Vidarskolan AB,58288551,..,..,..,..,..,..,..,2016
Östersund,Kastalskolan,Kommunal,Östersund,34895088,67,"82,1",~100,"214,1","82,1",~100,"214,1",2016
Östersund,Lugnviksskolan,Kommunal,Östersund,69758750,25,"64,0",~100,"218,4","64,0",~100,"218,4",2016
Östersund,Parkskolan,Kommunal,Östersund,19563708,68,"69,1","82,4","226,7","70,1","83,6","228,6",2016
Östersund,Storsjöskolan,Kommunal,Östersund,95233985,90,"86,7","92,2","242,1","90,7",~100,"252,4",2016
Östersund,Torvallaskolan,Kommunal,Östersund,56710032,69,"49,3","66,7","196,4","53,2","72,6","210,6",2016
Östersund,Treälvsskolan 1,Kommunal,Östersund,76664723,30,"83,3",~100,"215,3","83,3",~100,"215,3",2016
Östersund,Vallaskolan Alfa,Kommunal,Östersund,56507657,21,"95,2",~100,"266,3","95,2",~100,"266,3",2016
Östersund,Vallaskolan Omega,Kommunal,Östersund,27412144,22,"77,3",~100,"238,6","77,3",~100,"238,6",2016
Östersund,Östbergsskolan 2,Kommunal,Östersund,74981470,60,"65,0","71,7","219,2","69,6","76,8","219,2",2016
Österåker,Fredsborgskolan,Enskild,Lära i Österåker AB,43869172,19,"94,7","100,0","270,7","94,7","100,0","270,7",2016
Österåker,"Prolympia, Åkersberga",Enskild,Prolympia AB,22738124,76,"88,2","89,5","235,2","88,2","89,5","235,2",2016
Österåker,Ljusterö skola,Kommunal,Österåker,53319802,10,..,..,..,..,..,..,2016
Österåker,Skärgårdsstadsskolan,Kommunal,Österåker,73272488,40,"97,5",~100,"261,8","97,4",~100,"261,2",2016
Österåker,Solskiftesskolan,Kommunal,Österåker,82624830,79,"82,3","91,1","231,3","82,3","91,1","231,3",2016
Österåker,Söraskolan,Kommunal,Österåker,88712672,70,"61,4","78,6","208,3","63,2","80,9","213,8",2016
Österåker,Tråsättraskolan,Kommunal,Österåker,51305351,77,"85,7",~100,"244,9","85,7",~100,"244,9",2016
Österåker,Akers friskola F-9,Enskild,Österåkers Friskola AB,10715898,23,"100,0","100,0","267,3","100,0","100,0","267,3",2016
Östhammar,Frösåkersskolan,Kommunal,Östhammar,98029852,84,"81,0","85,7","213,9","82,9","87,8","218,3",2016
Östhammar,Olandsskolan F-9,Kommunal,Östhammar,90876801,38,"52,6","84,2","220,3","54,1","86,5","220,3",2016
Östhammar,Vallonskolan,Kommunal,Östhammar,31047050,56,"58,9","67,9","196,3","71,7","82,6","208,1",2016
Östhammar,Österbyskolan,Kommunal,Östhammar,57548666,20,"90,0",~100,"217,6","90,0",~100,"217,6",2016
Östra Göinge,Färe Montessoriskola,Enskild,Skolföreningen Växthuset Ekonomisk Förening,26599013,11,..,..,"228,2",..,..,"228,2",2016
Östra Göinge,Göingeskolan,Kommunal,Östra Göinge,84902434,100,"62,0","69,0","203,5","72,9","81,2","212,8",2016
Östra Göinge,Snapphaneskolan,Kommunal,Östra Göinge,81683738,75,"60,0","66,7","192,0","70,3","78,1","197,2",2016
Överkalix,Strandskolan,Kommunal,Överkalix,50308658,25,"68,0","80,0","212,3","70,8",~100,"217,6",2016
Överkalix,Överkalix Friskola,Enskild,Överkalix Kultur- och Miljöskola,13342436,..,..,..,..,..,..,..,2016
Övertorneå,Hietaniemi friskola,Enskild,Hietaniemi Friskoleförening,46252858,16,"93,8",~100,"246,4","93,8",~100,"246,4",2016
Övertorneå,Svansteins Centralskola,Kommunal,Övertorneå,90707437,..,..,..,..,..,..,..,2016
