skolverket_kommunnamn,skolverket_skolnamn,huvudman,skolverket_huvudman_namn,school_unit,skolverket_antal_elever_samtl_tcv110,skolverket_and_uppn_alla_amnen_samtl_tcv110,skolverket_and_behorig_yrkes_samtl_tcv110,skolverket_gmv_samtl_tcv110,skolverket_antal_elever_min4ar_tcv110,skolverket_andel_elever_min4ar_tcv110,skolverket_and_uppn_alla_amnen_min4ar_tcv110,skolverket_and_behorig_yrkes_min4ar_tcv110,skolverket_gmv_min4ar_tcv110,year
Uppvidinge,Åsedaskolan 7-9,Kommunal,Uppvidinge,75658239,59,"71,2","78,0","210,3",..,..,"77,8","85,2","216,7",2015
Uppvidinge,Älghultskolan,Kommunal,Uppvidinge,73077490,54,"66,7","75,9","201,3",..,..,"75,0","79,2","208,3",2015
Vadstena,Petrus Magni skola H,Kommunal,Vadstena,21550555,70,"88,6",~100,"243,6",..,..,"88,2",~100,"243,6",2015
Vaggeryd,Fågelforsskolan 6-9,Kommunal,Vaggeryd,38944084,78,"88,5","88,5","231,3",..,..,"89,6","89,6","233,9",2015
Vaggeryd,Hjortsjöskolan 6-9,Kommunal,Vaggeryd,95197505,79,"84,8","89,9","228,6",79,"100,0","84,8","89,9","228,6",2015
Valdemarsvik,Vammarskolan 7-9,Kommunal,Valdemarsvik,53620708,73,"71,2","82,2","201,7",..,..,"81,3",~100,"224,5",2015
Vallentuna,Aktiviaskolan,Enskild,Aktivia AB,48184058,10,.,..,..,10,"100,0",.,..,..,2015
Vallentuna,"Atlas, resursklass",Kommunal,Vallentuna,40724774,..,.,..,..,..,..,.,..,..,2015
Vallentuna,Bällstabergsskolan,Kommunal,Vallentuna,52293921,17,"94,1","100,0","269,7",17,"100,0","94,1","100,0","269,7",2015
Vallentuna,"Clavis, resursklass",Kommunal,Vallentuna,42652939,..,..,..,..,..,..,..,..,..,2015
Vallentuna,Ekebyskolan,Kommunal,Vallentuna,78821726,24,"62,5","75,0","204,1",24,"100,0","62,5","75,0","204,1",2015
Vallentuna,Hammarbacksskolan,Kommunal,Vallentuna,31772387,46,"82,6",~100,"238,2",45,"97,8","84,4",~100,"238,2",2015
Vallentuna,Hjälmstaskolan,Kommunal,Vallentuna,16855764,52,"94,2","100,0","235,4",52,"100,0","94,2","100,0","235,4",2015
Vallentuna,Karbyskolan,Kommunal,Vallentuna,57370453,31,"74,2",~100,"211,3",31,"100,0","74,2",~100,"211,3",2015
Vallentuna,Lovisedalsskolan,Kommunal,Vallentuna,29278599,25,"88,0",~100,"257,7",25,"100,0","88,0",~100,"257,7",2015
Vallentuna,Strix Hammarbacksskolans,Kommunal,Vallentuna,97468609,..,.,.,..,..,..,.,.,..,2015
Vallentuna,"Tunaskolan, resursklass",Kommunal,Vallentuna,56878797,..,..,..,..,..,..,..,..,..,2015
Vallentuna,"Vallen, resursklass",Kommunal,Vallentuna,48822997,..,.,.,..,..,..,.,.,..,2015
Vallentuna,Vallentuna Friskola,Enskild,Vallentuna Friskola AB,72378947,50,"96,0","100,0","244,1",50,"100,0","96,0","100,0","244,1",2015
Vallentuna,Vittra Vallentuna,Enskild,Vittraskolorna AB,46206050,36,"88,9",~100,"240,6",36,"100,0","88,9",~100,"240,6",2015
Vansbro,Smedbergsskolan 6-9,Kommunal,Vansbro,20545871,72,"69,4","76,4","211,3",71,"98,6","70,4","77,5","214,2",2015
Vara,Alléskolan,Kommunal,Vara,45270097,127,"79,5","86,6","213,2",..,..,"79,4","86,5","213,1",2015
Vara,Nästegårdsskolan,Kommunal,Vara,88862132,38,"78,9","84,2","215,6",..,..,"85,7",~100,"228,1",2015
Varberg,Montessorisk. Lära för livet,Enskild,Montessoristiftelsen Lära För Livet,88650307,..,..,..,..,..,..,..,..,..,2015
Varberg,Nyhemsskolan Varbergs Krist sk,Enskild,"Nyhemsskolan-Varbergs Kristna Skola, ekonomisk förening",74843338,11,"100,0","100,0","242,7",11,"100,0","100,0","100,0","242,7",2015
Varberg,Almers skola 7-9 och grundsärskolan äldre elever,Kommunal,Varberg,72527414,60,"78,3","81,7","215,7",..,..,"78,9","82,5","216,7",2015
Varberg,Ankarskolan 4-9 och fritidshem,Kommunal,Varberg,68653982,32,"100,0","100,0","251,7",32,"100,0","100,0","100,0","251,7",2015
Varberg,Bläshammar skola F-9 och fritidshem,Kommunal,Varberg,13220136,31,"93,5",~100,"233,2",31,"100,0","93,5",~100,"233,2",2015
Varberg,Bosgårdsskolan 4-9 och fritidshem,Kommunal,Varberg,92184735,71,"90,1","93,0","225,1",71,"100,0","90,1","93,0","225,1",2015
Varberg,Hagaskolan 6-9,Kommunal,Varberg,26579492,54,"77,8","79,6","204,8",..,..,"80,8","82,7","211,4",2015
Varberg,Håstensskolan 8-9,Kommunal,Varberg,75684823,103,"87,4","90,3","224,9",103,"100,0","87,4","90,3","224,9",2015
Varberg,Lindberg skola 1-9,Kommunal,Varberg,23521056,39,"92,3",~100,"229,6",39,"100,0","92,3",~100,"229,6",2015
Varberg,Påskbergsskolan 6-9,Kommunal,Varberg,42127916,42,"85,7","88,1","235,7",42,"100,0","85,7","88,1","235,7",2015
Varberg,"Rolfstorps skola F-3, 7-9 och fritidshem",Kommunal,Varberg,46202890,35,"88,6",~100,"243,9",35,"100,0","88,6",~100,"243,9",2015
Varberg,Vidhögeskolan 6-9,Kommunal,Varberg,70460569,58,"77,6","91,4","220,5",..,..,"77,2","91,2","220,1",2015
Varberg,"Väröbackaskolan F-3, 7-9 och fritidshem",Kommunal,Varberg,68613823,43,"95,3",~100,"232,3",43,"100,0","95,3",~100,"232,3",2015
Varberg,Varbergs Montessoriskola,Enskild,Varbergs Montessoriskola Ekonomisk förening,68980561,..,..,..,..,..,..,..,..,..,2015
Vaxholm,Norrbergsskolan,Kommunal,Vaxholm,24710426,84,"91,7",~100,"243,6",84,"100,0","91,7",~100,"243,6",2015
Vellinge,Framtidskomp. V Ingelstad sk,Enskild,Framtidskompassen AB,44979671,37,"89,2",~100,"242,5",37,"100,0","89,2",~100,"242,5",2015
Vellinge,Framtidskompassen i Vellinge,Enskild,Framtidskompassen AB,15068529,43,"93,0",~100,"265,1",43,"100,0","93,0",~100,"265,1",2015
Vellinge,Skanör Falsterbo Montessorisk.,Enskild,Skanörs Montessori Förskola,46725455,21,"100,0","100,0","283,5",21,"100,0","100,0","100,0","283,5",2015
Vellinge,Herrestorpskolan,Kommunal,Vellinge,16650439,27,"81,5",~100,"213,1",..,..,"84,6",~100,"213,3",2015
Vellinge,Ljungenskolan,Kommunal,Vellinge,41197162,39,"94,9",~100,"261,6",39,"100,0","94,9",~100,"261,6",2015
Vellinge,Sandeplanskolan,Kommunal,Vellinge,71367825,42,"95,2",~100,"267,3",42,"100,0","95,2",~100,"267,3",2015
Vellinge,Skanörs skola,Kommunal,Vellinge,46945514,33,"87,9",~100,"256,5",..,..,"90,6",~100,"259,6",2015
Vellinge,Stora Hammars skola,Kommunal,Vellinge,24181728,37,"91,9",~100,"236,9",..,..,"91,7",~100,"235,5",2015
Vellinge,Södervångskolan,Kommunal,Vellinge,28023150,53,"92,5",~100,"262,7",53,"100,0","92,5",~100,"262,7",2015
Vellinge,Tångvallaskolan,Kommunal,Vellinge,58994715,38,"100,0","100,0","261,5",38,"100,0","100,0","100,0","261,5",2015
Vellinge,Ängdalaskolan,Enskild,Ängdala Skolor AB,11885832,53,"98,1","100,0","268,6",52,"98,1","98,1","100,0","268,3",2015
Vetlanda,Landsbro skola 7-9,Kommunal,Vetlanda,69564434,84,"73,8","81,0","211,7",..,..,"75,6","82,9","214,2",2015
Vetlanda,Mogärdeskolan 7-9,Kommunal,Vetlanda,28429330,74,"73,0","82,4","209,2",73,"98,6","72,6","82,2","209,3",2015
Vetlanda,Withalaskolan,Kommunal,Vetlanda,71069662,123,"61,8","70,7","192,7",..,..,"67,3","75,2","202,1",2015
Vetlanda,Vetlanda Friskola,Enskild,"Vetlanda Bibelcenter,Stiftelsen",13123046,11,..,~100,"201,3",11,"100,0",..,~100,"201,3",2015
Vilhelmina,Hembergsskolan,Kommunal,Vilhelmina,99257809,55,"72,7","78,2","222,4",..,..,"85,1","89,4","223,8",2015
Vilhelmina,Saxnäs skola,Kommunal,Vilhelmina,79002691,..,..,..,..,..,..,..,..,..,2015
Vilhelmina,Strandskolan,Enskild,Vilhelmina Fria Församling,45737019,..,..,..,..,..,..,..,..,..,2015
Vimmerby,Astrid Lindgrens skola 7-9,Kommunal,Vimmerby,92620495,61,"50,8","78,7","193,9",61,"100,0","50,8","78,7","193,9",2015
Vimmerby,Vimarskolan 7-9,Kommunal,Vimmerby,39345593,103,"79,6","91,3","225,3",..,..,"81,2","93,1","226,6",2015
Vindeln,Renforsskolan,Kommunal,Vindeln,74352559,56,"87,5",~100,"234,1",..,..,"89,1",~100,"234,6",2015
Vingåker,Vidåkersskolan,Kommunal,Vingåker,53174138,93,"54,8","59,1","161,7",68,"73,1","69,1","73,5","190,7",2015
Vårgårda,Gullhögskolan,Kommunal,Vårgårda,84179524,122,"70,5","77,9","210,0",..,..,"72,9","80,5","212,8",2015
Vänersborg,"Fridaskolan, Vänersborg",Enskild,Fridaskolorna AB,10982633,72,"93,1","100,0","250,2",72,"100,0","93,1","100,0","250,2",2015
Vänersborg,Centrala skolenheten,Kommunal,Vänersborg,33067448,276,"71,0","78,6","216,5",251,"90,9","77,7","86,1","225,3",2015
Vänersborg,Dalboskolan,Kommunal,Vänersborg,93140467,62,"77,4","88,7","212,8",62,"100,0","77,4","88,7","212,8",2015
Vännäs,Hammarskolan 7-9 AB,Kommunal,Vännäs,94348319,47,"70,2","78,7","201,0",..,..,"78,0","87,8","214,3",2015
Vännäs,Hammarskolan 7-9 CD,Kommunal,Vännäs,59355811,44,"79,5","86,4","221,2",..,..,"85,4",~100,"229,9",2015
Värmdö,Lemshaga Akademi,Enskild,Lemshagastiftelsen,11364996,50,"90,0",~100,"260,4",50,"100,0","90,0",~100,"260,4",2015
Värmdö,Brunns skola,Kommunal,Värmdö,42434583,56,"89,3",~100,"247,7",56,"100,0","89,3",~100,"247,7",2015
Värmdö,Farstavikens skola,Kommunal,Värmdö,60624757,85,"54,1","62,4","174,1",60,"70,6","71,7","81,7","211,2",2015
Värmdö,Hemmestaskolan,Kommunal,Värmdö,24561769,114,"90,4","93,9","233,0",113,"99,1","90,3","93,8","233,1",2015
Värmdö,"Kullsvedskolan, Grundskola",Kommunal,Värmdö,67362048,..,.,.,.,..,..,.,.,.,2015
Värmdö,Värmdö Skärgårdsskola,Kommunal,Värmdö,77630712,35,"88,6","100,0","218,9",35,"100,0","88,6","100,0","218,9",2015
Värmdö,Ösbyskolan,Kommunal,Värmdö,88283203,65,"86,2","90,8","239,6",65,"100,0","86,2","90,8","239,6",2015
Värnamo,Apladalsskolan,Kommunal,Värnamo,40576389,104,"70,2","79,8","214,4",..,..,"76,6","87,2","220,3",2015
Värnamo,Bors skola,Kommunal,Värnamo,68702432,58,"89,7",~100,"237,1",..,..,"94,4","100,0","244,2",2015
Värnamo,Forshedaskolan,Kommunal,Värnamo,23192281,70,"82,9","85,7","232,5",..,..,"84,1","87,0","234,7",2015
Värnamo,Gröndalsskolan,Kommunal,Värnamo,41729877,116,"85,3","89,7","229,8",..,..,"86,7","91,2","232,1",2015
Västervik,Alphaskolan,Enskild,Kunskapsnavet AB,25749057,40,"75,0",~100,"232,6",40,"100,0","75,0",~100,"232,6",2015
Västervik,Gamlebyvikens friskola,Enskild,Stiftelsen Josua,80536102,..,..,..,..,..,..,..,..,..,2015
Västervik,Ankarsrums skola,Kommunal,Västervik,72904597,40,"65,0","70,0","205,9",38,"95,0","68,4","73,7","216,5",2015
Västervik,Ellen Keyskolan RO1,Kommunal,Västervik,95812326,42,"85,7",~100,"252,6",42,"100,0","85,7",~100,"252,6",2015
Västervik,Ellen Keyskolan RO2,Kommunal,Västervik,93189549,91,"85,7","86,8","247,3",91,"100,0","85,7","86,8","247,3",2015
Västervik,Ludvigsborgsskolan,Kommunal,Västervik,16547623,72,"83,3","84,7","228,2",..,..,"89,2","90,8","239,2",2015
Västervik,Åbyskolan,Kommunal,Västervik,48015765,44,"75,0","75,0","226,7",..,..,"80,5","80,5","239,2",2015
Västervik,Överumsskolan 7-9,Kommunal,Västervik,75732352,24,"75,0",~100,"196,6",24,"100,0","75,0",~100,"196,6",2015
Västerås,Centuriaskolan,Enskild,021 Skol AB,83896681,19,"73,7",~100,"219,2",19,"100,0","73,7",~100,"219,2",2015
Västerås,Entréskolan Västerås,Enskild,AmiSgo AB,77743622,36,"80,6",~100,"203,6",36,"100,0","80,6",~100,"203,6",2015
Västerås,Engelska Skolan i Västerås,Enskild,Internationella Engelska Skolan i Sverige AB,46042136,64,"87,5",~100,"258,3",..,..,"86,7",~100,"259,6",2015
Västerås,JENSEN grundskola Västerås,Enskild,Jensen Education College AB,44284183,59,"94,9",~100,"260,4",59,"100,0","94,9",~100,"260,4",2015
Västerås,Kunskapsskolan Västerås,Enskild,Kunskapsskolan i Sverige Aktiebolag,30576881,58,"98,3","100,0","264,1",58,"100,0","98,3","100,0","264,1",2015
Västerås,Magelungens grundskola Västerås,Enskild,Magelungen Utveckling AB,82151850,..,..,..,..,..,..,..,..,..,2015
Västerås,Rotundaskolan,Enskild,Pysslingen Förskolor och Skolor AB,80009811,49,"71,4",~100,"220,0",49,"100,0","71,4",~100,"220,0",2015
Västerås,Fryxellska skolan,Enskild,Stiftelsen Fryx,73093445,127,"95,3",~100,"258,5",127,"100,0","95,3",~100,"258,5",2015
Västerås,Pilträdsskolan,Enskild,Stiftelsen Källan,81265119,..,..,..,..,..,..,..,..,..,2015
Västerås,"Västerås Waldorfskola, grund",Enskild,Stiftelsen Västerås Waldorfskola,14896115,10,..,..,"217,5",10,"100,0",..,..,"217,5",2015
Västerås,Grundskolan Äventyret,Enskild,Stiftelsen Äventyret,57243353,..,..,..,..,..,..,..,..,..,2015
Västerås,Apalbyskolan 6-9,Kommunal,Västerås,99947080,51,"62,7","68,6","201,7",..,..,"65,3","69,4","205,2",2015
Västerås,Bäckbyskolan,Kommunal,Västerås,25320686,60,"53,3","68,3","177,1",..,..,"51,7","67,2","175,5",2015
Västerås,Irstaskolan 7-9,Kommunal,Västerås,12507517,71,"94,4",~100,"242,3",71,"100,0","94,4",~100,"242,3",2015
Västerås,Kristiansborgsskolan,Kommunal,Västerås,65736810,119,"78,2","88,2","224,9",..,..,"79,5","88,9","226,5",2015
Västerås,Nybyggeskolan 1,Kommunal,Västerås,14086188,124,"71,8","81,5","213,4",114,"91,9","77,2","86,0","221,7",2015
Västerås,Nybyggeskolan 2,Kommunal,Västerås,39103253,54,"57,4","68,5","188,6",..,..,"63,3","73,5","198,3",2015
Västerås,Persboskolan,Kommunal,Västerås,10453232,50,"76,0","84,0","199,3",..,..,"79,2","83,3","199,3",2015
Västerås,Rönnbyskolan 6-9,Kommunal,Västerås,16313755,52,"88,5",~100,"248,5",52,"100,0","88,5",~100,"248,5",2015
Västerås,Skiljeboskolan,Kommunal,Västerås,77449846,84,"39,3","45,2","146,1",59,"70,2","55,9","64,4","199,1",2015
Västerås,S:t Ilians skola,Kommunal,Västerås,66142210,56,"46,4","50,0","168,5",36,"64,3","66,7","69,4","187,6",2015
Västerås,Tillbergaskolan 6-9,Kommunal,Västerås,22744262,46,"58,7","84,8","195,0",46,"100,0","58,7","84,8","195,0",2015
Västerås,Viksängsskolan 1,Kommunal,Västerås,15622675,52,"71,2","84,6","219,3",..,..,"72,5","86,3","221,1",2015
Västerås,Viksängsskolan 2,Kommunal,Västerås,96481822,107,"95,3",~100,"252,4",107,"100,0","95,3",~100,"252,4",2015
Västerås,Önstaskolan,Kommunal,Västerås,84998800,79,"75,9","86,1","232,8",..,..,"76,6","85,7","233,2",2015
Växjö,"Karl-Oskarskolan, Växjö",Enskild,Karl-Oskar Utbildning AB,69600902,104,"70,2","80,8","209,6",..,..,"70,6","81,4","210,3",2015
Växjö,Kronoberg Skola,Enskild,Kronoberg Skola Aktiebolag,44785862,56,"94,6",~100,"252,5",56,"100,0","94,6",~100,"252,5",2015
Växjö,Växjö Internationella Grundsk.,Enskild,Lacko Internationella Grundskola AB,47516545,33,"81,8",~100,"248,7",..,..,"80,6",~100,"249,5",2015
Växjö,Bergundaskolan,Kommunal,Växjö,90124360,102,"74,5","81,4","225,6",..,..,"81,5","88,0","233,6",2015
Växjö,Braås skola,Kommunal,Växjö,40283052,45,"68,9","77,8","216,9",..,..,"77,5","87,5","234,6",2015
Växjö,Fagrabäckskolan,Kommunal,Växjö,29751275,218,"78,9","89,0","223,0",..,..,"79,5","89,8","224,8",2015
Växjö,Lammhults skola,Kommunal,Växjö,57569623,26,"69,2","73,1","195,0",..,..,"94,4","100,0","243,8",2015
Växjö,Norregårdskolan,Kommunal,Växjö,12286029,154,"72,7","79,2","205,7",..,..,"74,5","81,2","210,2",2015
Växjö,Ringsbergsskolan,Kommunal,Växjö,65161034,24,"91,7",~100,"250,3",24,"100,0","91,7",~100,"250,3",2015
Växjö,Teleborg Centrum,Kommunal,Växjö,72833305,159,"70,4","80,5","210,8",138,"86,8","79,7","89,9","229,3",2015
Ydre,Ydreskolan 2,Kommunal,Ydre,61662490,37,"81,1","83,8","237,4",37,"100,0","81,1","83,8","237,4",2015
Ystad,Kunskapsskolan Ystad,Enskild,Kunskapsskolan i Sverige Aktiebolag,58980145,81,"85,2",~100,"244,4",81,"100,0","85,2",~100,"244,4",2015
Ystad,Norreportskolan,Kommunal,Ystad,89680009,149,"84,6","90,6","226,2",..,..,"85,7","91,2","227,2",2015
Ystad,Västervångskolan,Kommunal,Ystad,24450024,95,"93,7",~100,"250,7",..,..,"95,7",~100,"252,6",2015
Åmål,Kristinebergskolan 1,Kommunal,Åmål,57530972,41,"82,9",~100,"217,9",41,"100,0","82,9",~100,"217,9",2015
Åmål,Kristinebergskolan 2,Kommunal,Åmål,60891289,89,"83,1","91,0","229,8",..,..,"81,7","90,2","228,4",2015
Ånge,Heliås Erikslund,Enskild,Heliås Utbildnings AB,65951625,..,..,..,..,..,..,..,..,..,2015
Ånge,Fränstaskolan,Kommunal,Ånge,17514337,40,"65,0","67,5","199,9",..,..,"75,8","78,8","223,1",2015
Ånge,Minervaskolan,Kommunal,Ånge,43954518,55,"67,3","76,4","198,7",..,..,"72,0","82,0","206,8",2015
Åre,Duveds skola 4-9,Kommunal,Åre,53536862,39,"74,4","87,2","219,4",..,..,"80,6",~100,"233,3",2015
Åre,Hallens Kyrkskola F-9,Kommunal,Åre,47003034,15,"100,0","100,0","245,3",15,"100,0","100,0","100,0","245,3",2015
Åre,Mörsils skola F-9,Kommunal,Åre,99830430,65,"72,3","78,5","203,4",..,..,"80,7","86,0","215,3",2015
Årjäng,Silbodalskolan H,Kommunal,Årjäng,31591948,73,"75,3","82,2","218,7",..,..,"77,1","84,3","220,4",2015
Årjäng,Töcksfors skola H,Kommunal,Årjäng,44467705,39,"92,3",~100,"250,6",39,"100,0","92,3",~100,"250,6",2015
Åsele,Åsele Centralskola,Kommunal,Åsele,43833784,34,"70,6","76,5","207,1",..,..,"71,9","78,1","206,6",2015
Åstorp,"PeterSvenskolan, Åstorp",Enskild,Pysslingen Förskolor och Skolor AB,86363057,41,"73,2","73,2","217,5",40,"97,6","72,5","72,5","216,4",2015
Åstorp,Björnekullaskolan,Kommunal,Åstorp,97128428,103,"70,9","77,7","202,8",89,"86,4","79,8","86,5","219,2",2015
Åstorp,Hyllinge skola,Kommunal,Åstorp,11662899,43,"88,4",~100,"229,9",..,..,"90,5",~100,"229,9",2015
Åtvidaberg,Alléskolan  7-9,Kommunal,Åtvidaberg,56528690,125,"68,0","77,6","203,6",..,..,"70,2","80,2","206,2",2015
Älmhult,Karl-Oskarskolan i Älmhult,Enskild,Karl-Oskar Utbildning AB,84756527,29,"75,9","82,8","226,8",29,"100,0","75,9","82,8","226,8",2015
Älmhult,Linnéskolan 2,Kommunal,Älmhult,66184918,129,"69,8","84,5","216,4",..,..,"75,6","90,8","222,0",2015
Älmhult,The Intern. School of Älmhult,Kommunal,Älmhult,64505955,..,.,.,.,..,..,.,.,.,2015
Älvdalen,Strandskolan,Kommunal,Älvdalen,81918902,24,"91,7",~100,"224,5",24,"100,0","91,7",~100,"224,5",2015
Älvdalen,Älvdalsskolan,Kommunal,Älvdalen,88076955,46,"80,4","84,8","211,8",..,..,"82,2","86,7","213,6",2015
Älvkarleby,Älvboda friskola,Enskild,Friskolan i Skutskär Ekonomisk Förening,74070812,42,"85,7","85,7","185,2",..,..,"97,3",~100,"204,2",2015
Älvkarleby,Rotskärsskolan 6-9,Kommunal,Älvkarleby,96982474,40,"65,0","67,5","205,7",..,..,"71,4","74,3","206,8",2015
Älvkarleby,Älvskolan,Kommunal,Älvkarleby,49671776,..,.,.,..,..,..,.,.,..,2015
Älvsbyn,Vidselskolan,Kommunal,Älvsbyn,86476920,15,"100,0","100,0","229,7",15,"100,0","100,0","100,0","229,7",2015
Älvsbyn,Älvåkraskolan,Kommunal,Älvsbyn,32970785,101,"78,2","83,2","211,0",79,"78,2","94,9","100,0","219,9",2015
Ängelholm,Kungsgårdsskolan,Kommunal,Ängelholm,25522582,154,"76,6","80,5","218,7",135,"87,7","86,7","90,4","231,9",2015
Ängelholm,Magnarps skola,Kommunal,Ängelholm,75244062,18,"77,8",~100,"215,4",18,"100,0","77,8",~100,"215,4",2015
Ängelholm,Nyhemsskolan,Kommunal,Ängelholm,60842677,106,"86,8","91,5","225,7",106,"100,0","86,8","91,5","225,7",2015
Ängelholm,Strövelstorps skola,Kommunal,Ängelholm,68323880,36,"83,3","83,3","237,2",36,"100,0","83,3","83,3","237,2",2015
Ängelholm,Söndrebalgs skola,Kommunal,Ängelholm,53600648,25,"84,0","100,0","235,0",..,..,"83,3","100,0","234,2",2015
Ängelholm,Toftaskolan,Kommunal,Ängelholm,51497405,75,"77,3","88,0","221,6",..,..,"79,2","90,3","221,5",2015
Öckerö,Betelskolan,Enskild,Betelförsamlingens Skolstiftelse,65677988,20,"95,0",~100,"244,9",20,"100,0","95,0",~100,"244,9",2015
Öckerö,Brattebergsskolan,Kommunal,Öckerö,85862849,126,"83,3","93,7","239,2",126,"100,0","83,3","93,7","239,2",2015
Ödeshög,Lysingskolan,Kommunal,Ödeshög,34255565,50,"84,0",~100,"231,1",..,..,"85,7",~100,"232,3",2015
Örebro,Alsalam,Enskild,Al-Risalah Skandinaviska Stiftelse,99730324,16,"75,0","100,0","230,0",16,"100,0","75,0","100,0","230,0",2015
Örebro,Viktoriaskolan,Enskild,Brickebergskyrkans Skolstiftelse,19742982,25,"68,0","80,0","215,7",..,..,"66,7","79,2","216,4",2015
Örebro,Engelska Skolan i Örebro,Enskild,Internationella Engelska Skolan i Sverige AB,23908629,122,"88,5",~100,"266,3",122,"100,0","88,5",~100,"266,3",2015
Örebro,JENSEN grundskola Örebro,Enskild,Jensen Education College AB,94248837,31,"87,1",~100,"238,8",31,"100,0","87,1",~100,"238,8",2015
Örebro,Kunskapsskolan Örebro,Enskild,Kunskapsskolan i Sverige Aktiebolag,76018506,74,"83,8","90,5","231,3",74,"100,0","83,8","90,5","231,3",2015
Örebro,Magelungens grundskola Örebro,Enskild,Magelungen Utveckling AB,27319904,..,.,.,..,..,..,.,.,..,2015
Örebro,Karl Johans skola,Enskild,Pysslingen Förskolor och Skolor AB,28067210,90,"94,4","100,0","269,9",90,"100,0","94,4","100,0","269,9",2015
Örebro,Grenadjärskolan,Enskild,Stiftelsen Grenadjärskolan,36409468,22,"81,8",~100,"228,2",22,"100,0","81,8",~100,"228,2",2015
Örebro,Hannaskolan,Enskild,Stiftelsen Hannaskolan,13390547,27,"96,3","100,0","238,9",27,"100,0","96,3","100,0","238,9",2015
Örebro,Johannaskolan Örebro Waldorfskola,Enskild,Stiftelsen Johannaskolan Örebro Waldorfskola,11909268,21,"81,0",~100,"215,0",21,"100,0","81,0",~100,"215,0",2015
Örebro,Adolfsbergssk. spec.enhet 7-9,Kommunal,Örebro,68103849,..,..,..,..,..,..,..,..,..,2015
Örebro,Adolfsbergsskolan 7-9,Kommunal,Örebro,47684564,113,"81,4","87,6","221,3",102,"90,3","90,2",~100,"236,7",2015
Örebro,Almby skola 7-9,Kommunal,Örebro,22049573,94,"64,9","78,7","198,5",80,"85,1","72,5","87,5","214,7",2015
Örebro,Engelbrektsskolan,Kommunal,Örebro,82807694,161,"75,2","81,4","223,0",..,..,"78,4","85,0","229,2",2015
Örebro,Glanshammars skola,Kommunal,Örebro,17183375,24,"91,7","100,0","238,9",24,"100,0","91,7","100,0","238,9",2015
Örebro,Gumaeliusskolan,Kommunal,Örebro,74902204,178,"77,0","84,3","215,5",..,..,"79,2","86,7","219,0",2015
Örebro,Lillåns skola 7-9,Kommunal,Örebro,84774734,94,"88,3","90,4","234,5",..,..,"92,2","94,4","240,2",2015
Örebro,Mellringeskolan 7-9,Kommunal,Örebro,26290434,110,"62,7","75,5","199,3",..,..,"68,7","81,8","212,2",2015
Örebro,Navet,Kommunal,Örebro,12248380,70,"55,7","70,0","189,3",49,"70,0","73,5","83,7","216,4",2015
Örebro,Odenskolan,Kommunal,Örebro,66382532,53,"77,4","83,0","226,7",53,"100,0","77,4","83,0","226,7",2015
Örebro,Olaus Petriskolan,Kommunal,Örebro,65613995,91,"71,4","76,9","217,9",..,..,"76,5","82,4","224,4",2015
Örebro,Vivallaskolan 7-9,Kommunal,Örebro,57981090,78,"28,2","57,7","157,6",62,"79,5","33,9","69,4","174,6",2015
Örebro,Västra Engelbrektsskolan 7-9,Kommunal,Örebro,54656817,49,"32,7","59,2","166,1",..,..,"38,9","69,4","173,8",2015
Örkelljunga,Solängskolan,Enskild,Kristna Skolföreningen i Örkelljunga,10757780,15,"66,7","100,0","219,8",15,"100,0","66,7","100,0","219,8",2015
Örkelljunga,Kungsskolan,Kommunal,Örkelljunga,45558673,74,"70,3","81,1","210,0",..,..,"78,8","90,9","220,2",2015
Örnsköldsvik,Broskolan Ö-viks Kristna skola,Enskild,Broskolan AB,32866578,13,..,~100,"205,4",13,"100,0",..,~100,"205,4",2015
Örnsköldsvik,Bäckagårdsskolan,Enskild,Impius Vård och Utbildning AB,50936464,..,.,..,..,..,..,.,..,..,2015
Örnsköldsvik,Alneskolan 5-9,Kommunal,Örnsköldsvik,38278821,51,"92,2",~100,"235,5",51,"100,0","92,2",~100,"235,5",2015
Örnsköldsvik,Bjästaskolan 7-9,Kommunal,Örnsköldsvik,56331671,73,"89,0",~100,"237,7",..,..,"90,1",~100,"240,3",2015
Örnsköldsvik,Björnaskolan,Kommunal,Örnsköldsvik,24396451,35,"85,7","85,7","228,7",35,"100,0","85,7","85,7","228,7",2015
Örnsköldsvik,Bredbynskolan,Kommunal,Örnsköldsvik,51597705,54,"75,9","85,2","216,8",..,..,"77,4","86,8","220,5",2015
Örnsköldsvik,Geneskolan,Kommunal,Örnsköldsvik,87606101,122,"82,0","90,2","227,2",..,..,"82,6","90,9","229,0",2015
Örnsköldsvik,Husumskolan F-9,Kommunal,Örnsköldsvik,10120692,48,"77,1","89,6","210,4",..,..,"80,4",~100,"214,4",2015
